чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість,,
100001729;9-8-2023;0,673993056;Cap type 1, Reebok;1;441.0395;non-cash;;265
100001751;12-3-2023;0,537951389;Shoes type 4, Nike;1;5198.508;non-cash;;2947
100001764;1-12-2022;0,716909722;Sneakers type 4, Puma;1;1451.904;cash;;912
100001764;1-12-2022;0,716909722;Shirt type 10, Puma;1;421.4436;cash;;283
100001781;7-22-2023;0,483854167;Sneakers type 3, Puma;1;3159.72;cash;ПІБ 14;1965
100001781;7-22-2023;0,483854167;T-shirt type 3, Nike;1;452.824;cash;ПІБ 14;230
100001781;7-22-2023;0,483854167;Pants type 10, Adidas;1;1137.96;cash;ПІБ 14;580
100001781;7-22-2023;0,483854167;Shirt type 6, Reebok;1;699.6;cash;ПІБ 14;330
100001781;7-22-2023;0,483854167;Cap type 1, Puma;1;470.016;cash;ПІБ 14;288
100001781;7-22-2023;0,483854167;Boots type 2, Adidas;1;6783.45;cash;ПІБ 14;3309
100001781;7-22-2023;0,483854167;Pants type 8, Reebok;1;2439.36;cash;ПІБ 14;1232
100001788;10-23-2022;0,566875;Cufflink type 2, Adidas;1;380.88;cash;;207
100001788;10-23-2022;0,566875;Flip flops type 3, Nike;2;627.072;cash;;276
100001788;10-23-2022;0,566875;T-shirt type 3, Adidas;1;158.25;cash;;75
100001788;10-23-2022;0,566875;Belt type 2, Puma;1;234.768;cash;;146
100001795;8-30-2022;0,873738426;T-shirt type 3, Puma;1;616.176;cash;;389
100001831;9-8-2024;0,849444444;Boots type 5, Nike;2;14893.3548;cash;;7086
100001837;5-23-2023;0,840266204;Pants type 11, Adidas;1;1527.552;non-cash;;884
100001837;5-23-2023;0,840266204;T-shirt type 2, Adidas;2;621.6;non-cash;;336
100001849;1-31-2024;0,571319444;Sneakers type 5, Adidas;1;1620.81;non-cash;;783
100001849;1-31-2024;0,571319444;Tights type 4, Reebok;1;789.93;non-cash;;393
100001865;10-11-2022;0,481608796;Pants type 5, Reebok;2;4028.7592;non-cash;ПІБ 1080;2152
100001865;10-11-2022;0,481608796;Sneakers type 5, Puma;1;928.91608;non-cash;ПІБ 1080;703
100001865;10-11-2022;0,481608796;Cap type 3, Adidas;2;760.42;non-cash;ПІБ 1080;394
100001865;10-11-2022;0,481608796;Pants type 6, Adidas;1;1532.0;non-cash;ПІБ 1080;766
100001890;3-21-2024;0,689513889;Boots type 1, Nike;1;6055.728;non-cash;ПІБ 289;2814
100001892;3-22-2024;0,419837963;Sneakers type 3, Reebok;1;2059.78;cash;ПІБ 1008;1138
100001904;1-22-2024;0,380243056;Type 3 shirt, Reebok;1;516.6;cash;;246
100001934;1-14-2024;0,48244213;T-shirt type 4, Puma;1;297.344;cash;;184
100001955;9-17-2024;0,865833333;Boots type 3, Reebok;2;13372.36;cash;;6788
100001955;9-17-2024;0,865833333;Cufflink type 2, Puma;2;890.56;cash;;506
100001955;9-17-2024;0,865833333;Pants type 10, Puma;1;1870.2;cash;;1039
100001959;7-6-2024;0,81994213;Boots type 5, Puma;1;2273.648;cash;;1286
100001968;4-24-2023;0,641238426;T-shirt type 3, Puma;1;480.6;non-cash;;267
100001968;4-24-2023;0,641238426;Flip flops type 3, Reebok;1;481.14;non-cash;;243
100001976;6-16-2022;0,647905093;Pants type 12, Adidas;1;974.46;non-cash;ПІБ 1112;447
100001999;12-2-2023;0,610416667;Shoes type 2, Reebok;1;4327.96;cash;;2378
100002011;2-5-2022;0,401087963;Shirt type 7, Adidas;1;1271.205;non-cash;ПІБ 811;795
100002011;2-5-2022;0,401087963;Shirt type 7, Nike;2;2897.9456;non-cash;ПІБ 811;1640
100002034;10-19-2022;0,662569444;Boots type 1, Puma;1;5053.4528;non-cash;;3778
100002034;10-19-2022;0,662569444;Shoes type 4, Reebok;1;6167.26;non-cash;;3298
100002034;10-19-2022;0,662569444;Boots type 3, Reebok;1;5415.8058;non-cash;;3394
100002035;7-5-2022;0,592604167;T-shirt type 4, Reebok;2;734.28;non-cash;;348
100002052;8-14-2023;0,3809375;Belt type 2, Adidas;1;325.95;non-cash;;159
100002052;8-14-2023;0,3809375;Shirt type 1, Puma;1;1397.60544;non-cash;;814
100002061;12-7-2022;0,4753125;Belt type 3, Reebok;1;700.1316;non-cash;;378
100002070;3-6-2022;0,487905093;Shirt type 6, Reebok;1;699.6;cash;;330
100002070;3-6-2022;0,487905093;T-shirt type 3, Adidas;1;623.28;cash;;318
100002077;4-26-2023;0,76375;Type 2 shirt, Reebok;1;554.4;non-cash;ПІБ 467;252
100002084;6-12-2022;0,797222222;Cap type 1, Nike;1;464.112;cash;;198
100002084;6-12-2022;0,797222222;Shirt type 2, Puma;1;725.5872;cash;;494
100002088;6-7-2024;0,423240741;Cap type 3, Reebok;1;315.57;cash;;157
100002088;6-7-2024;0,423240741;Shirt type 9, Nike;2;2786.4256;cash;;1480
100002134;6-8-2024;0,85837963;Flip flops type 3, Reebok;1;481.14;cash;;243
100002134;6-8-2024;0,85837963;Cap type 3, Nike;1;603.05664;cash;;298
100002134;6-8-2024;0,85837963;Shoes type 3, Adidas;1;2761.2576;cash;;1608
100002134;6-8-2024;0,85837963;Cap type 3, Reebok;1;428.3796;cash;;253
100002134;6-8-2024;0,85837963;Sneakers type 5, Nike;2;4988.016;cash;;2412
100002134;6-8-2024;0,85837963;Cap type 7, Adidas;1;323.84;cash;;176
100002137;9-17-2024;0,499131944;Cufflink type 3, Nike;1;782.6;cash;;350
100002143;5-31-2023;0,820046296;Cap type 1, Adidas;2;418.6674;cash;;246
100002143;5-31-2023;0,820046296;Flip flops type 2, Puma;1;267.5904;cash;;181
100002144;4-6-2023;0,586377315;Boots type 1, Puma;1;6316.816;cash;ПІБ 605;3778
100002147;5-6-2024;0,830196759;Cap type 1, Puma;1;228.46464;cash;ПІБ 807;134
100002147;5-6-2024;0,830196759;Belt type 4, Reebok;1;378.6384;cash;ПІБ 807;236
100002147;5-6-2024;0,830196759;Sneakers type 1, Puma;1;2891.328;cash;ПІБ 807;1628
100002147;5-6-2024;0,830196759;T-shirt type 6, Puma;1;150.4624;cash;ПІБ 807;110
100002147;5-6-2024;0,830196759;Pants type 11, Nike;2;1786.632;cash;ПІБ 807;906
100002162;8-21-2023;0,452997685;Boots type 5, Adidas;1;2688.6726;cash;ПІБ 52;1563
100002162;8-21-2023;0,452997685;Pants type 11, Nike;1;893.316;cash;ПІБ 52;453
100002162;8-21-2023;0,452997685;Tights type 6, Reebok;1;580.944;cash;ПІБ 52;380
100002162;8-21-2023;0,452997685;Tights type 5, Reebok;2;455.1;cash;ПІБ 52;222
100002164;1-16-2024;0,407083333;Type 5 shirt, Nike;1;911.744;cash;;419
100002165;8-24-2022;0,552615741;Shirt type 9, Adidas;1;1818.46;cash;;838
100002165;8-24-2022;0,552615741;Cap type 3, Reebok;1;315.57;cash;;157
100002172;5-15-2023;0,494039352;Shirt type 9, Adidas;2;3636.92;cash;;1676
100002172;5-15-2023;0,494039352;Boots type 4, Puma;2;11619.2;cash;;7262
100002172;5-15-2023;0,494039352;Belt type 1, Puma;1;310.184;cash;;191
100002172;5-15-2023;0,494039352;Cap type 3, Nike;1;289.2186;cash;;165
100002172;5-15-2023;0,494039352;Flip flops type 3, Reebok;1;481.14;cash;;243
100002172;5-15-2023;0,494039352;Sneakers type 6, Adidas;1;2545.92;cash;;1224
100002193;9-28-2022;0,690636574;Tights type 1, Nike;1;499.63536;cash;;252
100002193;9-28-2022;0,690636574;Pants type 11, Puma;1;533.92752;cash;;329
100002193;9-28-2022;0,690636574;Flip flops type 2, Reebok;1;468.7;cash;;218
100002193;9-28-2022;0,690636574;Belt type 1, Puma;2;620.368;cash;;382
100002193;9-28-2022;0,690636574;Belt type 4, Adidas;1;398.2;cash;;181
100002193;9-28-2022;0,690636574;Belt type 1, Reebok;1;534.0756;cash;;298
100002196;7-7-2023;0,472453704;Sneakers type 3, Reebok;1;1997.9866;non-cash;ПІБ 563;1138
100002201;10-9-2022;0,572210648;Sneakers type 5, Nike;1;2494.008;cash;ПІБ 942;1206
100002203;8-2-2022;0,788229167;Pants type 9, Reebok;1;577.752;non-cash;;336
100002203;8-2-2022;0,788229167;Flip flops type 2, Reebok;1;468.7;non-cash;;218
100002211;4-15-2023;0,720081019;T-shirt type 2, Adidas;1;439.3224;non-cash;;258
100002211;4-15-2023;0,720081019;Cufflink type 4, Adidas;1;1069.81;non-cash;;493
100002211;4-15-2023;0,720081019;Cap type 4, Nike;1;573.672;non-cash;;246
100002218;10-2-2022;0,690636574;Flip flops type 2, Puma;2;586.1504;non-cash;;362
100002248;1-30-2023;0,797777778;Tights type 5, Reebok;1;207.0705;cash;;111
100002249;3-2-2024;0,643819444;Shirt type 6, Nike;1;1552.824;cash;;702
100002249;3-2-2024;0,643819444;Shoes type 1, Nike;1;3176.892;cash;;1611
100002249;3-2-2024;0,643819444;Cufflink type 5, Adidas;1;670.32;cash;;342
100002249;3-2-2024;0,643819444;Belt type 2, Reebok;1;423.3504;cash;;209
100002273;8-1-2024;0,721701389;Tights type 6, Adidas;1;698.4;cash;;388
100002273;8-1-2024;0,721701389;Pants type 1, Nike;1;2275.036;cash;;937
100002296;3-29-2022;0,851747685;Flip flops type 3, Reebok;2;962.28;cash;;486
100002302;9-28-2023;0,797060185;Shirt type 11, Puma;1;734.72;cash;;410
100002306;1-11-2024;0,839363426;Type 3 shirt, Reebok;1;516.6;cash;;246
100002306;1-11-2024;0,839363426;Shirt type 11, Adidas;1;601.4;cash;;310
100002306;1-11-2024;0,839363426;Cap type 8, Adidas;2;535.952;cash;;304
100002341;6-1-2023;0,468761574;Shirt type 6, Puma;1;529.6896;non-cash;;330
100002384;6-16-2023;0,864456019;Tights type 1, Reebok;1;343.98;non-cash;;182
100002384;6-16-2023;0,864456019;Belt type 1, Reebok;1;540.2144;non-cash;;298
100002392;1-23-2023;0,552222222;Cap type 7, Puma;1;386.784;non-cash;ПІБ 282;237
100002392;1-23-2023;0,552222222;Shoes type 1, Adidas;1;3712.5;non-cash;ПІБ 282;1875
100002392;1-23-2023;0,552222222;T-shirt type 6, Puma;1;181.28;non-cash;ПІБ 282;110
100002392;1-23-2023;0,552222222;Sneakers type 4, Reebok;1;3502.0;non-cash;ПІБ 282;1700
100002393;10-7-2023;0,682523148;T-shirt type 1, Adidas;1;781.2168;cash;;364
100002393;10-7-2023;0,682523148;Boots type 1, Reebok;1;4622.826;cash;;2535
100002394;2-23-2022;0,573287037;T-shirt type 1, Adidas;1;781.2168;cash;;364
100002394;2-23-2022;0,573287037;Sneakers type 6, Adidas;1;2545.92;cash;;1224
100002402;7-25-2023;0,395462963;Shirt type 11, Nike;2;2339.1864;cash;ПІБ 1004;1318
100002402;7-25-2023;0,395462963;Pants type 5, Nike;1;2028.288;cash;ПІБ 1004;912
100002426;8-7-2022;0,438923611;Shoes type 2, Reebok;1;4327.96;cash;ПІБ 628;2378
100002431;9-18-2022;0,57837963;Belt type 3, Puma;1;593.712;cash;;342
100002431;9-18-2022;0,57837963;Sneakers type 5, Nike;1;2494.008;cash;;1206
100002433;9-26-2022;0,74712963;Cap type 5, Adidas;1;322.74;cash;;163
100002443;6-15-2023;0,6346875;T-shirt type 7, Puma;1;201.552;non-cash;;114
100002443;6-15-2023;0,6346875;Sneakers type 5, Reebok;1;2070.2208;non-cash;;1172
100002443;6-15-2023;0,6346875;Pants type 4, Nike;1;2360.408;non-cash;;1007
100002443;6-15-2023;0,6346875;Shoes type 4, Reebok;1;5858.897;non-cash;;3298
100002494;1-4-2023;0,480023148;Belt type 4, Nike;1;629.392;non-cash;;283
100002494;1-4-2023;0,480023148;Tights type 5, Puma;1;675.376;non-cash;;382
100002496;2-28-2024;0,680625;Tights type 7, Puma;1;565.76;cash;;320
100002496;2-28-2024;0,680625;Sneakers type 5, Reebok;1;2250.24;cash;;1172
100002496;2-28-2024;0,680625;T-shirt type 1, Puma;1;210.3264;cash;;134
100002496;2-28-2024;0,680625;Boots type 6, Reebok;1;6134.52;cash;;2814
100002509;11-8-2023;0,85181713;Pants type 6, Adidas;1;1532.0;non-cash;;766
100002531;12-3-2023;0,490219907;Boots type 2, Nike;1;4806.50112;cash;;2727
100002536;4-3-2023;0,592037037;Cap type 7, Puma;1;317.16288;cash;;237
100002545;3-30-2022;0,600127315;Cufflink type 1, Puma;1;216.486;non-cash;;135
100002545;3-30-2022;0,600127315;Boots type 1, Puma;1;6064.14336;non-cash;;3778
100002545;3-30-2022;0,600127315;Boots type 2, Reebok;1;2399.314;non-cash;;1213
100002585;12-29-2022;0,831099537;Shirt type 8, Nike;2;2345.776;cash;;1084
100002585;12-29-2022;0,831099537;Shirt type 2, Adidas;1;1007.4;cash;;460
100002585;12-29-2022;0,831099537;Pants type 9, Adidas;1;428.45;cash;;205
100002585;12-29-2022;0,831099537;Pants type 8, Adidas;1;2105.7894;cash;;1053
100002585;12-29-2022;0,831099537;Pants type 11, Puma;1;544.824;cash;;329
100002586;8-5-2024;0,775381944;Belt type 4, Puma;1;430.944;cash;;268
100002586;8-5-2024;0,775381944;Flip flops type 3, Nike;1;313.536;cash;;138
100002592;1-14-2023;0,855555556;Pants type 11, Adidas;1;1697.28;cash;;884
100002592;1-14-2023;0,855555556;Shirt type 12, Reebok;2;2553.74;cash;;1258
100002592;1-14-2023;0,855555556;T-shirt type 2, Nike;2;741.55392;cash;;432
100002641;6-14-2023;0,791331019;Cufflink type 3, Nike;1;782.6;non-cash;;350
100002654;11-16-2023;0,652337963;T-shirt type 5, Nike;1;568.4;cash;;245
100002654;11-16-2023;0,652337963;Ball type 1, Adidas;1;57.4275;cash;;31
100002654;11-16-2023;0,652337963;Boots type 3, Nike;1;7087.68;cash;;3312
100002654;11-16-2023;0,652337963;Belt type 3, Puma;1;593.712;cash;;342
100002654;11-16-2023;0,652337963;Cufflink type 3, Nike;1;782.6;cash;;350
100002654;11-16-2023;0,652337963;Cap type 2, Puma;1;314.64;cash;;190
100002654;11-16-2023;0,652337963;Shirt type 7, Adidas;1;1550.25;cash;;795
100002654;11-16-2023;0,652337963;Sneakers type 4, Nike;1;1497.23952;cash;;893
100002681;5-17-2024;0,868819444;Pants type 3, Nike;1;1490.43216;cash;;714
100002681;5-17-2024;0,868819444;Sneakers type 4, Adidas;1;1544.51;cash;;739
100002682;9-10-2024;0,520081019;Type 3 shirt, Reebok;2;1033.2;cash;ПІБ 286;492
100002688;9-3-2024;0,860729167;Flip flops type 2, Adidas;1;698.92;non-cash;;346
100002705;10-27-2023;0,722256944;Flip flops type 2, Puma;1;318.56;cash;;181
100002705;10-27-2023;0,722256944;Belt type 3, Adidas;1;365.4;cash;;203
100002705;10-27-2023;0,722256944;Tights type 5, Nike;1;506.984;cash;;254
100002705;10-27-2023;0,722256944;Shirt type 6, Adidas;1;1333.2;cash;;606
100002705;10-27-2023;0,722256944;Tights type 5, Reebok;1;227.55;cash;;111
100002705;10-27-2023;0,722256944;Belt type 2, Adidas;1;325.95;cash;;159
100002712;3-15-2023;0,766724537;Cap type 4, Nike;1;573.672;non-cash;;246
100002712;3-15-2023;0,766724537;Sneakers type 6, Nike;1;4692.12;non-cash;;1923
100002717;6-29-2022;0,524386574;T-shirt type 5, Nike;1;568.4;cash;;245
100002734;7-10-2022;0,757106481;Cap type 3, Nike;1;357.06;cash;;165
100002734;7-10-2022;0,757106481;Shirt type 11, Puma;2;1469.44;cash;;820
100002737;12-6-2022;0,736006944;T-shirt type 4, Puma;1;291.39712;non-cash;ПІБ 769;184
100002775;4-14-2023;0,715555556;Ball type 1, Puma;1;66.86328;cash;;43
100002783;6-10-2022;0,873078704;Boots type 4, Puma;1;5809.6;cash;;3631
100002789;10-21-2023;0,778726852;Boots type 2, Adidas;1;6783.45;non-cash;;3309
100002831;9-28-2024;0,774236111;T-shirt type 1, Puma;1;233.696;cash;;134
100002831;9-28-2024;0,774236111;Shoes type 1, Puma;1;3787.08;cash;;2265
100002831;9-28-2024;0,774236111;Belt type 1, Reebok;1;613.88;cash;;298
100002831;9-28-2024;0,774236111;Cap type 2, Adidas;1;278.8;cash;;136
100002838;1-21-2022;0,730578704;Pants type 4, Adidas;1;1326.105;non-cash;ПІБ 149;705
100002840;4-1-2024;0,5978125;Boots type 2, Puma;1;1927.072;non-cash;;1229
100002840;4-1-2024;0,5978125;Pants type 7, Puma;1;482.232;non-cash;;283
100002851;6-28-2022;0,533842593;Shoes type 4, Nike;1;5776.12;cash;ПІБ 374;2947
100002871;5-5-2024;0,615717593;Boots type 1, Nike;1;6055.728;non-cash;;2814
100002904;5-15-2022;0,556828704;Cap type 1, Nike;2;782.88896;cash;;448
100002911;9-15-2022;0,745659722;T-shirt type 2, Puma;1;288.512;cash;;200
100002915;1-1-2022;0,65619213;Cap type 7, Nike;1;393.76896;non-cash;;208
100002915;1-1-2022;0,65619213;Shirt type 3, Puma;1;238.032;non-cash;;152
100002932;2-13-2022;0,521875;Sneakers type 2, Puma;1;1579.056;cash;ПІБ 520;982
100002945;7-14-2024;0,5240625;Belt type 2, Reebok;1;396.891;non-cash;;209
100002945;7-14-2024;0,5240625;Cap type 7, Adidas;1;304.4096;non-cash;;176
100002948;5-18-2024;0,443854167;Pants type 5, Reebok;1;1661.344;cash;;1076
100002951;6-11-2022;0,641944444;Cap type 5, Reebok;1;226.24;cash;ПІБ 572;112
100002958;12-19-2023;0,738449074;Tights type 1, Nike;2;1030.176;cash;;504
100002958;12-19-2023;0,738449074;Tights type 2, Reebok;1;415.8;cash;;210
100002958;12-19-2023;0,738449074;Type 3 shirt, Reebok;2;991.872;cash;;492
100002987;4-7-2023;0,824733796;Pants type 8, Nike;1;1563.272;cash;ПІБ 601;743
100002987;4-7-2023;0,824733796;Shoes type 1, Reebok;1;6119.12;cash;ПІБ 601;3122
100002987;4-7-2023;0,824733796;Tights type 2, Puma;1;427.648;cash;ПІБ 601;257
100003011;8-12-2024;0,409409722;T-shirt type 3, Nike;1;535.0;non-cash;;250
100003022;12-28-2023;0,499976852;Cap type 5, Adidas;1;322.74;cash;;163
100003022;12-28-2023;0,499976852;Flip flops type 1, Adidas;1;364.5135;cash;;195
100003022;12-28-2023;0,499976852;Cap type 1, Puma;1;237.984;cash;;134
100003022;12-28-2023;0,499976852;Pants type 5, Reebok;1;2055.9132;cash;;1076
100003033;7-15-2024;0,592615741;Pants type 1, Adidas;1;1502.3232;cash;;828
100003045;1-15-2022;0,450173611;T-shirt type 4, Adidas;1;244.3392;cash;;144
100003045;1-15-2022;0,450173611;Cap type 6, Nike;1;510.024;cash;;237
100003045;1-15-2022;0,450173611;Flip flops type 1, Adidas;1;384.111;cash;;195
100003058;8-9-2022;0,528414352;Belt type 3, Adidas;1;306.936;non-cash;;203
100003061;2-16-2024;0,490358796;Boots type 5, Adidas;1;2860.29;cash;;1563
100003063;11-24-2023;0,697280093;Shoes type 1, Adidas;1;3378.375;non-cash;;1875
100003063;11-24-2023;0,697280093;Pants type 12, Adidas;1;799.0572;non-cash;;447
100003063;11-24-2023;0,697280093;Cap type 7, Reebok;1;374.4;non-cash;;195
100003068;6-24-2023;0,625891204;Shirt type 2, Puma;1;853.632;cash;;494
100003068;6-24-2023;0,625891204;Sneakers type 3, Adidas;1;3046.7844;cash;;1637
100003069;8-17-2023;0,690300926;T-shirt type 4, Puma;1;297.344;cash;;184
100003071;6-30-2023;0,851053241;Shirt type 6, Puma;1;551.76;non-cash;;330
100003083;10-31-2022;0,839861111;Sneakers type 1, Reebok;2;4633.2;non-cash;;2106
100003083;10-31-2022;0,839861111;Tights type 6, Nike;1;439.9464;non-cash;;255
100003104;6-15-2023;0,52275463;Belt type 4, Reebok;1;450.76;cash;ПІБ 801;236
100003110;3-12-2022;0,800717593;Pants type 6, Adidas;1;1455.4;cash;;766
100003126;8-27-2022;0,763645833;T-shirt type 5, Nike;1;568.4;non-cash;;245
100003129;10-4-2022;0,628981481;Shirt type 3, Adidas;1;747.72;cash;;372
100003129;10-4-2022;0,628981481;Tights type 5, Adidas;1;736.32;cash;;354
100003131;11-17-2023;0,563333333;Belt type 4, Puma;1;413.70624;cash;;268
100003145;3-31-2022;0,602615741;Type 3 shoes, Nike;1;6650.368;cash;;3352
100003165;12-20-2022;0,803078704;Cap type 2, Puma;1;380.16;cash;;220
100003165;12-20-2022;0,803078704;Pants type 10, Reebok;1;340.0056;cash;;162
100003165;12-20-2022;0,803078704;Type 2 shirt, Nike;1;1951.232;cash;;824
100003165;12-20-2022;0,803078704;Shirt type 7, Reebok;1;1310.26;cash;;686
100003165;12-20-2022;0,803078704;Cap type 3, Puma;1;388.44;cash;;249
100003165;12-20-2022;0,803078704;Tights type 2, Nike;1;231.34;cash;;125
100003165;12-20-2022;0,803078704;Pants type 11, Reebok;1;1816.84;cash;;857
100003183;10-25-2022;0,844988426;Boots type 1, Reebok;1;4917.9;non-cash;;2535
100003190;9-16-2022;0,480844907;Cap type 4, Puma;1;419.45112;non-cash;;251
100003190;9-16-2022;0,480844907;Cufflink type 6, Nike;1;615.048;non-cash;;294
100003190;9-16-2022;0,480844907;Shoes type 1, Nike;1;2922.74064;non-cash;;1611
100003205;9-28-2024;0,795081019;Sneakers type 3, Reebok;2;3419.2348;cash;ПІБ 685;2276
100003209;2-4-2024;0,433263889;Boots type 2, Reebok;1;2321.0755;cash;ПІБ 1125;1213
100003209;2-4-2024;0,433263889;Type 4 shirt, Nike;2;4106.688;cash;ПІБ 1125;1752
100003209;2-4-2024;0,433263889;Cap type 8, Reebok;1;364.5796;cash;ПІБ 1125;209
100003228;6-9-2023;0,452546296;Pants type 8, Adidas;1;2127.06;cash;;1053
100003228;6-9-2023;0,452546296;Tights type 6, Reebok;1;691.6;cash;;380
100003229;9-14-2022;0,57755787;Pants type 1, Puma;2;1386.82368;cash;;836
100003234;10-13-2023;0,778761574;Sneakers type 1, Nike;1;3992.892;non-cash;;1887
100003256;12-24-2023;0,671377315;Tights type 1, Adidas;1;787.5;non-cash;;375
100003256;12-24-2023;0,671377315;T-shirt type 2, Puma;2;1248.0;non-cash;;780
100003258;9-26-2024;0,689479167;Cufflink type 2, Puma;1;445.28;cash;;253
100003273;9-30-2022;0,739097222;Cufflink type 1, Nike;1;495.824;cash;ПІБ 511;233
100003273;9-30-2022;0,739097222;Pants type 3, Nike;1;1536.528;cash;ПІБ 511;714
100003295;2-15-2023;0,499398148;Tights type 5, Nike;2;1013.968;cash;;508
100003311;3-31-2022;0,532395833;Shirt type 1, Reebok;1;1113.4944;cash;;738
100003321;8-21-2023;0,823611111;Tights type 6, Reebok;1;691.6;cash;ПІБ 856;380
100003348;3-24-2022;0,38162037;Flip flops type 3, Nike;2;627.072;cash;;276
100003348;3-24-2022;0,38162037;Cufflink type 1, Puma;1;227.88;cash;;135
100003348;3-24-2022;0,38162037;Shirt type 7, Adidas;2;2573.415;cash;;1590
100003351;5-22-2022;0,757094907;Shirt type 5, Puma;1;1044.96;non-cash;ПІБ 157;622
100003351;5-22-2022;0,757094907;Sneakers type 6, Puma;1;2577.472;non-cash;ПІБ 157;1564
100003359;6-17-2024;0,760729167;Tights type 4, Puma;1;297.024;non-cash;;168
100003360;6-8-2022;0,810891204;Belt type 2, Puma;1;234.768;cash;;146
100003371;7-7-2023;0,377523148;Pants type 10, Adidas;1;1226.468;non-cash;;580
100003371;7-7-2023;0,377523148;Shirt type 2, Adidas;1;997.326;non-cash;;460
100003371;7-7-2023;0,377523148;Shirt type 8, Puma;1;475.2;non-cash;;264
100003371;7-7-2023;0,377523148;Boots type 6, Nike;1;5533.412;non-cash;;2279
100003385;8-27-2024;0,711956019;Shirt type 8, Puma;1;475.2;cash;;264
100003394;10-25-2022;0,414016204;Cap type 7, Puma;1;332.63424;cash;;237
100003394;10-25-2022;0,414016204;Cufflink type 4, Reebok;1;821.24;cash;;419
100003397;3-26-2023;0,500868056;Belt type 3, Reebok;1;614.4012;cash;ПІБ 641;378
100003397;3-26-2023;0,500868056;T-shirt type 1, Nike;1;339.16;cash;ПІБ 641;139
100003397;3-26-2023;0,500868056;Ball type 1, Adidas;1;60.45;cash;ПІБ 641;31
100003410;9-22-2024;0,785347222;Sneakers type 5, Puma;1;1085.60072;cash;;703
100003410;9-22-2024;0,785347222;Sneakers type 4, Adidas;1;1544.51;cash;;739
100003416;3-19-2023;0,650104167;T-shirt type 2, Adidas;1;310.8;cash;;168
100003421;9-11-2023;0,842673611;Type 1 ball, Reebok;1;88.1156;cash;;43
100003421;9-11-2023;0,842673611;Cap type 7, Puma;1;386.784;cash;;237
100003421;9-11-2023;0,842673611;Cufflink type 3, Reebok;1;719.44;cash;;391
100003421;9-11-2023;0,842673611;Sneakers type 5, Nike;1;2494.008;cash;;1206
100003421;9-11-2023;0,842673611;Cap type 1, Reebok;1;529.2;cash;;245
100003421;9-11-2023;0,842673611;Cap type 2, Puma;1;305.2008;cash;;190
100003421;9-11-2023;0,842673611;Pants type 9, Adidas;1;428.45;cash;;205
100003421;9-11-2023;0,842673611;Cap type 4, Nike;1;573.672;cash;;246
100003433;3-24-2022;0,568020833;Cufflink type 7, Nike;1;581.616;non-cash;ПІБ 127;252
100003433;3-24-2022;0,568020833;Sneakers type 5, Puma;1;1119.176;non-cash;ПІБ 127;703
100003433;3-24-2022;0,568020833;Cap type 4, Reebok;1;229.4;non-cash;ПІБ 127;124
100003437;4-26-2024;0,685104167;Pants type 12, Reebok;1;542.82;cash;;249
100003437;4-26-2024;0,685104167;Sneakers type 2, Reebok;1;1256.9648;cash;;712
100003437;4-26-2024;0,685104167;Cap type 4, Nike;1;573.672;cash;;246
100003443;5-9-2022;0,872858796;T-shirt type 6, Adidas;1;331.15;cash;;179
100003464;7-20-2022;0,384236111;Type 5 shirt, Nike;1;765.86496;non-cash;;419
100003464;7-20-2022;0,384236111;Shoes type 3, Adidas;1;3340.7808;non-cash;;1608
100003466;12-30-2023;0,653321759;Tights type 2, Puma;2;855.296;non-cash;;514
100003466;12-30-2023;0,653321759;Belt type 2, Nike;1;536.8;non-cash;;220
100003466;12-30-2023;0,653321759;Type 3 shoes, Nike;1;6650.368;non-cash;;3352
100003471;6-27-2024;0,598483796;Pants type 1, Nike;1;2275.036;non-cash;;937
100003471;6-27-2024;0,598483796;Cufflink type 1, Adidas;1;526.62;non-cash;;262
100003523;7-12-2024;0,463194444;Flip flops type 2, Adidas;1;684.9416;cash;;346
100003536;8-9-2024;0,787361111;Cap type 2, Adidas;1;278.8;cash;;136
100003536;8-9-2024;0,787361111;Shoes type 4, Reebok;1;6167.26;cash;;3298
100003537;3-14-2023;0,405011574;Sneakers type 4, Reebok;1;3502.0;cash;ПІБ 5;1700
100003537;3-14-2023;0,405011574;Cufflink type 2, Nike;2;463.088;cash;ПІБ 5;206
100003537;3-14-2023;0,405011574;Shirt type 6, Puma;1;551.76;cash;ПІБ 5;330
100003549;4-28-2023;0,524664352;Cap type 1, Adidas;1;225.09;cash;;123
100003549;4-28-2023;0,524664352;Shirt type 8, Adidas;2;1299.3;cash;;710
100003549;4-28-2023;0,524664352;Tights type 1, Adidas;2;1575.0;cash;;750
100003549;4-28-2023;0,524664352;Shoes type 4, Nike;1;5776.12;cash;;2947
100003580;12-21-2022;0,826180556;T-shirt type 1, Reebok;1;309.68;non-cash;ПІБ 1165;158
100003580;12-21-2022;0,826180556;T-shirt type 3, Adidas;1;623.28;non-cash;ПІБ 1165;318
100003599;6-23-2024;0,834907407;Flip flops type 1, Puma;1;294.84;non-cash;;189
100003599;6-23-2024;0,834907407;Type 3 shoes, Nike;1;6650.368;non-cash;;3352
100003599;6-23-2024;0,834907407;Belt type 4, Reebok;1;410.1916;non-cash;;236
100003599;6-23-2024;0,834907407;Cufflink type 5, Nike;2;1899.296;non-cash;;854
