№ чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість
100001617;9-23-2023;0,78318287;Pants type 2, Reebok;1;335.49;cash;;159
100001622;6-22-2023;0,855324074;Tights type 7, Nike;1;364.816;non-cash;;151
100001625;4-26-2023;0,795081019;Belt type 4, Nike;1;553.86496;non-cash;;283
100001646;9-20-2022;0,521701389;Pants type 8, Puma;1;759.632;cash;;482
100001646;9-20-2022;0,521701389;Tights type 5, Nike;1;420.79672;cash;;254
100001646;9-20-2022;0,521701389;Cap type 3, Reebok;1;290.3244;cash;;157
100001646;9-20-2022;0,521701389;Boots type 2, Puma;2;3854.144;cash;;2458
100001653;8-17-2024;0,607291667;Cap type 8, Nike;1;569.64;cash;ПІБ 450;282
100001668;6-26-2024;0,639513889;Shirt type 10, Nike;2;794.92;non-cash;;334
100001701;5-24-2023;0,532627315;Pants type 9, Adidas;2;856.9;non-cash;;410
100001701;5-24-2023;0,532627315;Cap type 7, Adidas;2;647.68;non-cash;;352
100001701;5-24-2023;0,532627315;Cap type 4, Adidas;1;478.38;non-cash;;280
100001701;5-24-2023;0,532627315;Sneakers type 6, Reebok;1;1966.96;non-cash;;1069
100001701;5-24-2023;0,532627315;Pants type 7, Adidas;1;1984.32;non-cash;;954
100001708;1-10-2023;0,797546296;Pants type 12, Nike;1;1345.05584;non-cash;;758
100001708;1-10-2023;0,797546296;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100001735;8-1-2024;0,485185185;Type 2 shirt, Reebok;1;554.4;cash;;252
100001745;3-21-2024;0,610601852;Pants type 4, Nike;2;4484.7752;cash;;2014
100001745;3-21-2024;0,610601852;Cufflink type 7, Reebok;2;1025.28;cash;;534
100001748;3-15-2024;0,725208333;Pants type 3, Reebok;1;1850.97;cash;ПІБ 34;869
100001756;9-13-2024;0,475821759;Cap type 3, Puma;2;959.728;non-cash;;574
100001757;3-7-2023;0,416655093;Cap type 7, Nike;1;452.608;cash;;208
100001757;3-7-2023;0,416655093;Belt type 4, Nike;2;1258.784;cash;;566
100001760;1-11-2022;0,460636574;Pants type 6, Puma;2;2483.904;cash;;1522
100001760;1-11-2022;0,460636574;Sneakers type 5, Reebok;1;2250.24;cash;;1172
100001761;10-30-2023;0,394375;Type 3 shirt, Nike;1;1737.236;cash;;821
100001786;8-25-2023;0,866516204;Pants type 11, Reebok;1;1816.84;cash;;857
100001786;8-25-2023;0,866516204;Tights type 6, Reebok;1;691.6;cash;;380
100001804;8-23-2022;0,711365741;Shirt type 11, Adidas;1;571.33;cash;;310
100001807;5-29-2022;0,612361111;Belt type 1, Nike;1;274.912;non-cash;;121
100001807;5-29-2022;0,612361111;Cap type 3, Puma;1;479.864;non-cash;;287
100001808;10-30-2023;0,500416667;T-shirt type 3, Reebok;2;881.4;cash;;452
100001812;10-26-2023;0,862083333;Boots type 4, Adidas;1;5917.0617;cash;;3411
100001812;10-26-2023;0,862083333;Shirt type 2, Adidas;1;1007.4;cash;;460
100001812;10-26-2023;0,862083333;Sneakers type 2, Puma;1;1579.056;cash;;982
100001813;8-21-2023;0,386284722;Cap type 3, Nike;1;349.9188;non-cash;;165
100001819;11-13-2023;0,712673611;Flip flops type 2, Nike;1;770.24;non-cash;ПІБ 134;332
100001819;11-13-2023;0,712673611;Cufflink type 6, Reebok;1;413.27;non-cash;ПІБ 134;221
100001825;5-24-2024;0,609212963;Tights type 6, Adidas;1;698.4;cash;;388
100001826;7-9-2024;0,680474537;Tights type 5, Nike;2;1013.968;cash;;508
100001826;7-9-2024;0,680474537;Boots type 2, Adidas;1;6783.45;cash;;3309
100001826;7-9-2024;0,680474537;Shirt type 7, Reebok;1;1310.26;cash;;686
100001826;7-9-2024;0,680474537;Shoes type 1, Puma;2;7574.16;cash;;4530
100001838;2-21-2023;0,845266204;Cap type 2, Nike;1;541.66;non-cash;ПІБ 1012;265
100001846;7-1-2024;0,789189815;Pants type 3, Puma;1;412.8;cash;;258
100001846;7-1-2024;0,789189815;Sneakers type 6, Reebok;1;1868.612;cash;;1069
100001846;7-1-2024;0,789189815;Tights type 4, Nike;1;289.788;cash;;123
100001912;1-19-2022;0,853831019;Ball type 1, Puma;1;59.67368;non-cash;;43
100001936;11-1-2022;0,752766204;Shirt type 2, Adidas;1;1007.4;cash;;460
100001950;4-25-2022;0,603217593;Belt type 3, Nike;2;938.528;non-cash;;422
100001951;10-28-2022;0,772905093;Shoes type 4, Puma;1;3041.776;cash;;1802
100001951;10-28-2022;0,772905093;Shirt type 8, Adidas;1;649.65;cash;;355
100001951;10-28-2022;0,772905093;T-shirt type 7, Nike;1;869.584;cash;;391
100001960;1-4-2024;0,541689815;Boots type 3, Reebok;1;6686.18;non-cash;;3394
100001960;1-4-2024;0,541689815;Cap type 7, Reebok;1;374.4;non-cash;;195
100001972;7-10-2024;0,524722222;Flip flops type 2, Nike;1;770.24;cash;;332
100001972;7-10-2024;0,524722222;Cap type 1, Puma;1;235.60416;cash;;134
100001972;7-10-2024;0,524722222;Cufflink type 2, Puma;1;445.28;cash;;253
100002005;4-18-2024;0,744953704;Sneakers type 4, Puma;1;1451.904;cash;ПІБ 241;912
100002018;8-19-2022;0,602546296;Boots type 2, Adidas;1;6783.45;non-cash;;3309
100002018;8-19-2022;0,602546296;Cap type 7, Nike;1;452.608;non-cash;;208
100002022;7-13-2022;0,702858796;Shirt type 12, Reebok;1;1276.87;non-cash;;629
100002029;7-17-2022;0,442118056;Belt type 1, Puma;1;310.184;cash;ПІБ 245;191
100002030;9-28-2024;0,715451389;Pants type 1, Nike;1;2275.036;cash;;937
100002047;9-14-2022;0,43462963;Pants type 11, Reebok;2;3633.68;non-cash;;1714
100002073;2-20-2022;0,620775463;Sneakers type 2, Puma;1;1579.056;non-cash;;982
100002073;2-20-2022;0,620775463;Tights type 4, Adidas;1;667.554;non-cash;;370
100002073;2-20-2022;0,620775463;Cufflink type 3, Adidas;1;396.44;non-cash;;187
100002078;11-29-2022;0,781921296;Belt type 1, Adidas;1;637.29;non-cash;;291
100002078;11-29-2022;0,781921296;Shirt type 12, Puma;1;548.416;non-cash;;328
100002082;9-7-2022;0,543576389;T-shirt type 5, Nike;1;511.56;non-cash;ПІБ 1232;245
100002082;9-7-2022;0,543576389;Shirt type 7, Nike;1;1630.0944;non-cash;ПІБ 1232;820
100002082;9-7-2022;0,543576389;Cap type 6, Reebok;1;203.3;non-cash;ПІБ 1232;107
100002095;3-27-2022;0,479328704;Pants type 8, Adidas;2;4254.12;cash;;2106
100002095;3-27-2022;0,479328704;Boots type 2, Puma;1;1927.072;cash;;1229
100002095;3-27-2022;0,479328704;Cap type 6, Nike;1;510.024;cash;;237
100002096;7-15-2022;0,377476852;T-shirt type 4, Nike;1;402.28;cash;;178
100002120;2-9-2024;0,837569444;Cap type 2, Nike;1;535.51904;non-cash;ПІБ 302;238
100002132;6-20-2023;0,39224537;T-shirt type 5, Reebok;1;581.7553;cash;;323
100002149;9-15-2022;0,56818287;Shoes type 2, Adidas;1;3363.51;cash;ПІБ 1099;1761
100002158;12-18-2022;0,43255787;Cap type 2, Adidas;1;630.72;non-cash;;292
100002158;12-18-2022;0,43255787;Pants type 4, Reebok;1;2210.88;non-cash;;1176
100002215;9-29-2023;0,704039352;T-shirt type 3, Adidas;1;573.4176;non-cash;;318
100002215;9-29-2023;0,704039352;Tights type 7, Reebok;1;315.59;non-cash;;151
100002215;9-29-2023;0,704039352;T-shirt type 1, Puma;1;420.784;non-cash;;238
100002231;9-12-2022;0,438796296;Sneakers type 2, Puma;1;1579.056;cash;;982
100002231;9-12-2022;0,438796296;Cufflink type 7, Reebok;1;512.64;cash;;267
100002241;10-7-2023;0,555833333;Type 2 shirt, Reebok;1;554.4;cash;;252
100002260;2-8-2024;0,612164352;Cap type 6, Reebok;1;203.3;non-cash;;107
100002267;2-1-2023;0,568472222;Pants type 4, Adidas;1;1339.5;cash;;705
100002299;5-3-2023;0,690891204;Shoes type 1, Adidas;1;3712.5;non-cash;;1875
100002309;12-1-2022;0,72775463;T-shirt type 3, Puma;1;616.176;cash;;389
100002309;12-1-2022;0,72775463;Tights type 3, Nike;1;436.244;cash;;191
100002315;2-28-2024;0,522418981;Pants type 7, Puma;1;482.232;non-cash;;283
100002325;1-19-2023;0,670509259;Type 2 shirt, Nike;1;1951.232;non-cash;;824
100002328;1-7-2024;0,66193287;Boots type 1, Nike;2;12111.456;cash;;5628
100002328;1-7-2024;0,66193287;Tights type 3, Adidas;1;420.174;cash;;251
100002328;1-7-2024;0,66193287;Sneakers type 2, Adidas;1;2117.61;cash;;1023
100002329;8-2-2024;0,449201389;Shirt type 1, Reebok;1;1357.92;cash;ПІБ 839;738
100002329;8-2-2024;0,449201389;Shirt type 3, Puma;1;273.6;cash;ПІБ 839;152
100002329;8-2-2024;0,449201389;Shirt type 12, Adidas;1;738.72;cash;ПІБ 839;456
100002329;8-2-2024;0,449201389;Shirt type 5, Reebok;2;1710.5088;cash;ПІБ 839;1068
100002336;12-14-2023;0,866759259;Type 3 shirt, Reebok;1;516.6;non-cash;;246
100002336;12-14-2023;0,866759259;Shirt type 9, Reebok;1;546.0;non-cash;;273
100002349;5-12-2022;0,745104167;Tights type 5, Adidas;1;736.32;non-cash;;354
100002351;3-12-2024;0,410196759;T-shirt type 1, Puma;1;420.784;cash;ПІБ 413;238
100002356;4-18-2023;0,394548611;Pants type 5, Adidas;1;777.896;cash;ПІБ 588;479
100002356;4-18-2023;0,394548611;Type 2 ball, Nike;1;83.62;cash;ПІБ 588;37
100002356;4-18-2023;0,394548611;T-shirt type 1, Adidas;1;797.16;cash;ПІБ 588;364
100002385;7-18-2024;0,38369213;Shirt type 12, Reebok;1;1136.4143;cash;;629
100002388;8-10-2022;0,816608796;T-shirt type 1, Puma;1;233.696;cash;;134
100002388;8-10-2022;0,816608796;Pants type 4, Reebok;1;2210.88;cash;;1176
100002390;3-2-2022;0,691273148;Cufflink type 6, Nike;1;516.64032;cash;;294
100002403;8-12-2024;0,696168981;Shoes type 3, Reebok;1;2500.2;cash;ПІБ 568;1389
100002403;8-12-2024;0,696168981;Shirt type 9, Adidas;1;1818.46;cash;ПІБ 568;838
100002413;12-1-2023;0,431458333;Flip flops type 3, Puma;1;368.0;cash;;230
100002413;12-1-2023;0,431458333;T-shirt type 2, Nike;1;431.136;cash;;216
100002435;12-14-2023;0,633611111;Cufflink type 3, Reebok;1;625.9128;cash;;391
100002435;12-14-2023;0,633611111;Tights type 2, Nike;1;269.0;cash;;125
100002454;8-30-2023;0,812071759;Belt type 3, Adidas;1;365.4;non-cash;ПІБ 1262;203
100002454;8-30-2023;0,812071759;Cufflink type 2, Nike;1;231.544;non-cash;ПІБ 1262;103
100002454;8-30-2023;0,812071759;Tights type 7, Puma;1;565.76;non-cash;ПІБ 1262;320
100002455;2-28-2022;0,786296296;Boots type 3, Nike;1;6945.9264;cash;;3312
100002464;2-2-2023;0,717326389;T-shirt type 3, Puma;1;480.6;non-cash;;267
100002464;2-2-2023;0,717326389;T-shirt type 3, Nike;1;492.2;non-cash;;230
100002464;2-2-2023;0,717326389;Pants type 9, Puma;1;858.28;non-cash;;499
100002464;2-2-2023;0,717326389;Pants type 9, Puma;1;738.1208;non-cash;;499
100002464;2-2-2023;0,717326389;Boots type 4, Nike;1;6929.088;non-cash;;2868
100002467;7-10-2024;0,758472222;Pants type 3, Adidas;2;3994.5296;cash;;2204
100002467;7-10-2024;0,758472222;T-shirt type 3, Adidas;1;554.7192;cash;;318
100002493;12-29-2022;0,675381944;T-shirt type 4, Nike;1;402.28;cash;;178
100002493;12-29-2022;0,675381944;Tights type 6, Reebok;2;1383.2;cash;;760
100002493;12-29-2022;0,675381944;T-shirt type 4, Puma;1;223.0144;cash;;131
100002493;12-29-2022;0,675381944;Cufflink type 6, Adidas;1;296.1855;cash;;183
100002493;12-29-2022;0,675381944;Sneakers type 2, Adidas;1;2117.61;cash;;1023
100002501;8-11-2022;0,852604167;Cap type 2, Adidas;1;270.436;cash;;136
100002517;10-30-2023;0,427361111;Pants type 5, Reebok;2;4153.36;cash;;2152
100002520;10-4-2023;0,432858796;Cufflink type 6, Adidas;1;356.85;non-cash;;183
100002520;10-4-2023;0,432858796;Shirt type 12, Puma;2;1096.832;non-cash;;656
100002520;10-4-2023;0,432858796;Cap type 2, Nike;1;482.0774;non-cash;;265
100002520;10-4-2023;0,432858796;Shirt type 8, Adidas;1;649.65;non-cash;;355
100002520;10-4-2023;0,432858796;Flip flops type 2, Puma;1;318.56;non-cash;;181
100002538;7-4-2023;0,447037037;Shirt type 6, Reebok;2;1357.224;non-cash;ПІБ 383;660
100002538;7-4-2023;0,447037037;Pants type 9, Adidas;1;407.0275;non-cash;ПІБ 383;205
100002538;7-4-2023;0,447037037;Cufflink type 5, Puma;2;476.672;non-cash;ПІБ 383;280
100002547;9-28-2024;0,695891204;Pants type 2, Adidas;1;2081.16;cash;ПІБ 660;1107
100002547;9-28-2024;0,695891204;Belt type 4, Nike;1;629.392;cash;ПІБ 660;283
100002547;9-28-2024;0,695891204;Cap type 4, Adidas;1;562.8;cash;ПІБ 660;280
100002547;9-28-2024;0,695891204;Cap type 5, Reebok;1;226.24;cash;ПІБ 660;112
100002547;9-28-2024;0,695891204;Pants type 11, Reebok;1;1816.84;cash;ПІБ 660;857
100002555;6-30-2022;0,689016204;Cap type 1, Puma;1;470.016;cash;;288
100002558;10-23-2022;0,814780093;Cap type 6, Reebok;1;203.3;cash;;107
100002558;10-23-2022;0,814780093;Boots type 4, Puma;1;5809.6;cash;;3631
100002558;10-23-2022;0,814780093;Shirt type 9, Nike;1;1427.1936;cash;;740
100002568;4-2-2022;0,581967593;Pants type 1, Adidas;1;1564.92;cash;;828
100002568;4-2-2022;0,581967593;Flip flops type 2, Adidas;1;698.92;cash;;346
100002615;2-9-2022;0,841342593;Cap type 7, Nike;1;452.608;cash;ПІБ 737;208
100002625;8-27-2023;0,488622685;Cufflink type 4, Nike;1;335.9244;cash;;197
100002625;8-27-2023;0,488622685;Pants type 12, Adidas;1;974.46;cash;;447
100002625;8-27-2023;0,488622685;Cap type 3, Nike;1;648.448;cash;;298
100002689;8-18-2024;0,612604167;Cap type 3, Puma;1;446.27352;cash;;287
100002691;7-22-2023;0,53806713;T-shirt type 2, Nike;2;1869.56;non-cash;;770
100002695;11-13-2022;0,434699074;Cap type 4, Reebok;1;229.4;cash;ПІБ 707;124
100002703;1-15-2023;0,872534722;Shirt type 6, Adidas;1;1333.2;cash;;606
100002703;1-15-2023;0,872534722;Pants type 2, Puma;1;959.6704;cash;;590
100002714;5-1-2024;0,796898148;Sneakers type 2, Adidas;1;1736.4402;cash;;1023
100002755;7-30-2023;0,802418981;Tights type 3, Reebok;1;356.96;cash;ПІБ 950;184
100002755;7-30-2023;0,802418981;Tights type 4, Adidas;2;1376.4;cash;ПІБ 950;740
100002761;7-11-2024;0,394571759;Cufflink type 7, Nike;1;581.616;non-cash;;252
100002764;1-16-2024;0,828252315;Cap type 2, Nike;1;448.08736;non-cash;ПІБ 1269;238
100002770;6-18-2023;0,767962963;Pants type 4, Nike;1;2360.408;cash;;1007
100002770;6-18-2023;0,767962963;Boots type 5, Reebok;1;5673.87;cash;;2741
100002770;6-18-2023;0,767962963;Cap type 3, Puma;1;407.8844;cash;;287
100002770;6-18-2023;0,767962963;Sneakers type 4, Reebok;1;3256.86;cash;;1700
100002774;8-30-2024;0,529976852;Tights type 3, Adidas;2;933.72;cash;;502
100002774;8-30-2024;0,529976852;Cufflink type 3, Puma;1;525.6576;cash;;390
100002813;4-26-2023;0,55568287;Pants type 4, Nike;1;2360.408;cash;;1007
100002836;3-1-2024;0,418703704;Pants type 7, Nike;1;2670.744;non-cash;;1299
100002854;8-19-2022;0,602488426;Shirt type 7, Reebok;1;1310.26;non-cash;;686
100002874;8-17-2023;0,67625;Shirt type 10, Nike;1;397.46;cash;;167
100002887;8-19-2022;0,740694444;Cap type 3, Puma;1;388.44;non-cash;;249
100002914;7-22-2022;0,650324074;Pants type 12, Adidas;1;974.46;non-cash;;447
100002920;5-2-2023;0,666585648;Pants type 9, Puma;1;858.28;cash;ПІБ 182;499
100002927;11-10-2023;0,675173611;Sneakers type 6, Reebok;1;1966.96;cash;;1069
100002927;11-10-2023;0,675173611;T-shirt type 1, Nike;1;452.2;cash;;190
100002927;11-10-2023;0,675173611;Cap type 1, Adidas;1;225.09;cash;;123
100002927;11-10-2023;0,675173611;Shoes type 2, Reebok;1;4327.96;cash;;2378
100002927;11-10-2023;0,675173611;Sneakers type 6, Puma;1;2422.82368;cash;;1564
100002927;11-10-2023;0,675173611;Sneakers type 1, Puma;1;2833.50144;cash;;1628
100002950;11-4-2023;0,553634259;Pants type 8, Nike;1;1563.272;cash;;743
100002950;11-4-2023;0,553634259;Belt type 4, Puma;1;430.944;cash;;268
100002950;11-4-2023;0,553634259;Shirt type 11, Puma;1;734.72;cash;;410
100002991;9-21-2023;0,624768519;Pants type 12, Puma;1;296.192;non-cash;;178
100002991;9-21-2023;0,624768519;Cufflink type 3, Nike;1;782.6;non-cash;;350
100002995;7-1-2024;0,48869213;Cufflink type 1, Nike;1;401.61744;non-cash;;233
100003009;2-22-2022;0,78337963;Pants type 3, Adidas;1;2149.2306;cash;;1102
100003009;2-22-2022;0,78337963;Flip flops type 3, Adidas;1;300.49;cash;;151
100003009;2-22-2022;0,78337963;Flip flops type 3, Puma;1;368.0;cash;;230
100003023;9-19-2022;0,462974537;Shirt type 8, Reebok;1;1187.93;cash;;563
100003029;3-4-2022;0,481064815;Cap type 3, Reebok;2;612.2058;non-cash;ПІБ 1164;314
100003029;3-4-2022;0,481064815;Cufflink type 6, Nike;2;1020.97968;non-cash;ПІБ 1164;588
100003040;2-2-2023;0,414930556;Pants type 8, Adidas;1;1871.8128;non-cash;;1053
100003040;2-2-2023;0,414930556;Pants type 12, Reebok;1;542.82;non-cash;;249
100003046;5-10-2023;0,809525463;Boots type 2, Puma;1;1927.072;non-cash;ПІБ 168;1229
100003078;1-11-2023;0,626273148;Pants type 11, Reebok;1;1816.84;non-cash;ПІБ 693;857
100003078;1-11-2023;0,626273148;Boots type 1, Nike;1;6055.728;non-cash;ПІБ 693;2814
100003082;2-3-2024;0,547766204;Pants type 12, Puma;1;296.192;cash;ПІБ 477;178
100003095;2-28-2024;0,849826389;Shirt type 5, Reebok;1;971.88;non-cash;;534
100003095;2-28-2024;0,849826389;Belt type 2, Adidas;1;325.95;non-cash;;159
100003107;2-12-2023;0,404930556;T-shirt type 3, Reebok;1;560.19;non-cash;;263
100003133;4-27-2022;0,862546296;Sneakers type 2, Reebok;1;1295.84;cash;;712
100003137;7-1-2023;0,442071759;Boots type 5, Reebok;1;4936.2669;non-cash;;2741
100003137;7-1-2023;0,442071759;Shoes type 1, Nike;1;3176.892;non-cash;;1611
100003160;5-18-2023;0,388912037;T-shirt type 4, Adidas;1;244.3392;non-cash;ПІБ 559;144
100003161;9-6-2022;0,801840278;Cufflink type 7, Nike;1;581.616;cash;;252
100003161;9-6-2022;0,801840278;Shoes type 3, Reebok;1;2500.2;cash;;1389
100003161;9-6-2022;0,801840278;Boots type 5, Nike;1;8007.18;cash;;3543
100003163;12-3-2022;0,865856481;T-shirt type 4, Puma;1;234.752;non-cash;;131
100003168;3-8-2023;0,725694444;Cap type 1, Nike;1;455.168;cash;;224
100003182;7-18-2023;0,5559375;Pants type 6, Adidas;1;1532.0;cash;;766
100003182;7-18-2023;0,5559375;Pants type 10, Adidas;1;1049.452;cash;;580
100003195;7-21-2024;0,743831019;Type 2 shirt, Reebok;1;554.4;cash;ПІБ 988;252
100003195;7-21-2024;0,743831019;Sneakers type 5, Reebok;1;2250.24;cash;ПІБ 988;1172
100003195;7-21-2024;0,743831019;Cap type 3, Nike;1;583.6032;cash;ПІБ 988;298
100003195;7-21-2024;0,743831019;T-shirt type 1, Nike;1;339.16;cash;ПІБ 988;139
100003195;7-21-2024;0,743831019;Cap type 5, Puma;1;234.08;cash;ПІБ 988;140
100003203;5-15-2022;0,594525463;Tights type 7, Reebok;1;309.2782;non-cash;;151
100003203;5-15-2022;0,594525463;Pants type 6, Adidas;1;1348.16;non-cash;;766
100003203;5-15-2022;0,594525463;Shirt type 8, Adidas;2;1299.3;non-cash;;710
100003203;5-15-2022;0,594525463;Cufflink type 6, Puma;1;365.72;non-cash;;205
100003216;4-22-2023;0,405127315;Sneakers type 3, Reebok;1;2059.78;cash;;1138
100003224;3-4-2024;0,856064815;Ball type 1, Puma;2;143.792;cash;;86
100003224;3-4-2024;0,856064815;Pants type 2, Adidas;1;2081.16;cash;;1107
100003250;1-28-2024;0,477233796;Shirt type 6, Puma;1;551.76;non-cash;ПІБ 785;330
100003250;1-28-2024;0,477233796;Shoes type 4, Adidas;1;3582.78;non-cash;ПІБ 785;1698
100003265;1-2-2023;0,664560185;Shoes type 1, Nike;1;3176.892;cash;;1611
100003265;1-2-2023;0,664560185;Shirt type 10, Puma;1;406.56912;cash;;283
100003265;1-2-2023;0,664560185;Shirt type 6, Reebok;1;643.632;cash;;330
100003269;3-13-2024;0,395034722;Cufflink type 5, Reebok;1;262.8;cash;;146
100003284;10-6-2022;0,61099537;T-shirt type 4, Reebok;1;356.1258;non-cash;;174
100003300;6-5-2024;0,837800926;Boots type 5, Adidas;1;2860.29;cash;;1563
100003300;6-5-2024;0,837800926;Cufflink type 6, Adidas;1;335.439;cash;;183
100003303;9-1-2023;0,726736111;Shirt type 2, Puma;1;853.632;non-cash;;494
100003303;9-1-2023;0,726736111;Type 3 shirt, Reebok;1;516.6;non-cash;;246
100003306;9-22-2022;0,596701389;Shirt type 1, Reebok;1;1357.92;non-cash;;738
100003312;10-12-2023;0,578229167;Tights type 2, Puma;1;350.67136;non-cash;ПІБ 437;257
100003312;10-12-2023;0,578229167;Sneakers type 6, Puma;2;4845.64736;non-cash;ПІБ 437;3128
100003318;2-13-2024;0,728101852;T-shirt type 6, Reebok;1;371.05;cash;ПІБ 1039;181
100003324;4-9-2022;0,862395833;Cap type 6, Nike;1;448.82112;non-cash;;237
100003356;11-24-2023;0,711342593;Shirt type 11, Puma;1;617.1648;non-cash;ПІБ 623;410
100003430;7-16-2023;0,714583333;T-shirt type 2, Nike;1;431.136;cash;;216
100003430;7-16-2023;0,714583333;Sneakers type 6, Reebok;1;1947.2904;cash;;1069
100003430;7-16-2023;0,714583333;Type 1 ball, Nike;1;97.38432;cash;;48
100003430;7-16-2023;0,714583333;Boots type 2, Adidas;1;6783.45;cash;;3309
100003430;7-16-2023;0,714583333;Type 1 ball, Nike;2;185.81376;cash;;96
100003476;2-19-2023;0,711030093;Cap type 4, Nike;1;573.672;cash;;246
100003483;1-31-2022;0,524699074;Tights type 7, Nike;1;299.14912;cash;;151
100003483;1-31-2022;0,524699074;Ball type 1, Puma;1;71.896;cash;;43
100003490;3-17-2023;0,823611111;Tights type 4, Puma;1;297.024;cash;;168
100003508;5-17-2024;0,627384259;Shirt type 12, Adidas;1;820.8;cash;;456
100003518;1-8-2023;0,700486111;T-shirt type 1, Nike;2;678.32;non-cash;;278
100003519;5-6-2023;0,735138889;Type 2 ball, Nike;1;83.62;cash;;37
100003531;9-18-2022;0,631956019;Pants type 12, Nike;1;1640.312;cash;ПІБ 256;758
100003531;9-18-2022;0,631956019;T-shirt type 4, Adidas;2;581.76;cash;ПІБ 256;288
100003539;1-26-2023;0,685960648;Tights type 6, Nike;1;536.52;non-cash;;255
100003539;1-26-2023;0,685960648;Boots type 6, Puma;1;2144.936;non-cash;;1361
100003539;1-26-2023;0,685960648;Flip flops type 1, Nike;1;371.68;non-cash;;184
100003539;1-26-2023;0,685960648;Cufflink type 7, Reebok;1;512.64;non-cash;;267
100003539;1-26-2023;0,685960648;Sneakers type 1, Reebok;1;2316.6;non-cash;;1053
100003542;8-20-2023;0,839780093;Cap type 5, Reebok;1;192.304;cash;;112
100003542;8-20-2023;0,839780093;Cap type 4, Puma;1;364.37168;cash;;251
100003556;7-13-2022;0,810868056;T-shirt type 1, Puma;1;233.696;cash;ПІБ 1010;134
100003556;7-13-2022;0,810868056;Cap type 3, Puma;2;776.88;cash;ПІБ 1010;498
100003556;7-13-2022;0,810868056;Flip flops type 2, Puma;1;318.56;cash;ПІБ 1010;181
100003556;7-13-2022;0,810868056;Tights type 6, Adidas;1;698.4;cash;ПІБ 1010;388
100003556;7-13-2022;0,810868056;Tights type 5, Adidas;2;1472.64;cash;ПІБ 1010;708
100003567;3-1-2022;0,577777778;Pants type 5, Adidas;1;914.0278;non-cash;;479
100003567;3-1-2022;0,577777778;T-shirt type 3, Puma;1;480.6;non-cash;;267
100003585;5-3-2023;0,866770833;Shirt type 7, Puma;2;2153.536;non-cash;;1288
100003585;5-3-2023;0,866770833;Flip flops type 3, Reebok;1;447.4602;non-cash;;243
100003585;5-3-2023;0,866770833;Shirt type 2, Adidas;1;1007.4;non-cash;;460
100003592;9-8-2024;0,840543981;Flip flops type 2, Nike;1;631.5968;non-cash;ПІБ 460;332
100003596;10-3-2023;0,596030093;Belt type 4, Puma;1;413.70624;cash;;268
100003597;7-30-2024;0,408333333;Belt type 2, Puma;1;192.50976;cash;;146
100003597;7-30-2024;0,408333333;Cap type 3, Adidas;2;661.5654;cash;;394
100003603;10-28-2022;0,621898148;Tights type 3, Reebok;1;303.416;cash;;184
100003603;10-28-2022;0,621898148;Flip flops type 3, Adidas;1;300.49;cash;;151
100003603;10-28-2022;0,621898148;Shirt type 1, Adidas;1;914.82;cash;;474
100003603;10-28-2022;0,621898148;Boots type 5, Reebok;1;5673.87;cash;;2741
100003615;1-25-2024;0,834421296;Sneakers type 6, Nike;1;4692.12;cash;;1923
100003626;2-8-2024;0,740648148;Pants type 10, Nike;2;2317.232;cash;;1154
100003626;2-8-2024;0,740648148;Shirt type 4, Adidas;2;717.96;cash;;372
100003626;2-8-2024;0,740648148;T-shirt type 1, Puma;1;233.696;cash;;134
100003627;4-27-2024;0,836481481;Cap type 7, Reebok;1;374.4;cash;;195
100003639;1-13-2023;0,6709375;Boots type 1, Adidas;1;7293.79;cash;ПІБ 613;3593
100003643;5-9-2022;0,684583333;T-shirt type 3, Puma;1;616.176;cash;;389
100003643;5-9-2022;0,684583333;Cap type 3, Reebok;1;516.12;cash;;253
100003643;5-9-2022;0,684583333;Cufflink type 1, Puma;1;227.88;cash;;135
100003643;5-9-2022;0,684583333;Shirt type 7, Reebok;2;2620.52;cash;;1372
100003643;5-9-2022;0,684583333;Shoes type 3, Adidas;1;3408.96;cash;;1608
100003643;5-9-2022;0,684583333;Cap type 6, Adidas;1;424.212;cash;;265
100003643;5-9-2022;0,684583333;Cufflink type 4, Adidas;1;1069.81;cash;;493
100003643;5-9-2022;0,684583333;Shirt type 9, Nike;1;1699.04;cash;;740
100003659;5-16-2023;0,476840278;Cap type 5, Nike;1;454.336;cash;;229
100003659;5-16-2023;0,476840278;Tights type 3, Adidas;1;378.1566;cash;;251
100003690;11-12-2022;0,392824074;Boots type 1, Nike;1;6055.728;cash;ПІБ 248;2814
100003694;2-15-2022;0,472465278;Belt type 3, Reebok;1;714.42;cash;ПІБ 310;378
100003703;7-28-2023;0,766168981;Pants type 10, Puma;1;1870.2;cash;;1039
100003705;11-3-2023;0,790185185;Cap type 4, Puma;1;423.688;cash;;251
100003718;8-12-2022;0,384814815;Sneakers type 6, Reebok;1;1966.96;non-cash;;1069
100003718;8-12-2022;0,384814815;Sneakers type 4, Adidas;1;1390.059;non-cash;;739
100003718;8-12-2022;0,384814815;Tights type 4, Nike;1;237.62616;non-cash;;123
100003718;8-12-2022;0,384814815;Shirt type 10, Nike;1;357.714;non-cash;;167
100003718;8-12-2022;0,384814815;Shoes type 2, Nike;1;3792.536;non-cash;;1562
