№ чека;Дата;Час;Товар;Кількість;Сума;Спосіб платежу;Покупець;Собівартість
100001721;1-11-2024;0,511805556;Boots type 3, Reebok;2;13372.36;cash;;6788
100001732;8-9-2023;0,836087963;Shirt type 12, Reebok;1;1149.183;cash;ПІБ 1256;629
100001744;9-28-2024;0,732337963;T-shirt type 2, Nike;1;431.136;non-cash;;216
100001744;9-28-2024;0,732337963;Tights type 5, Nike;1;441.07608;non-cash;;254
100001744;9-28-2024;0,732337963;Shirt type 7, Reebok;1;1310.26;non-cash;;686
100001744;9-28-2024;0,732337963;Cap type 4, Nike;1;458.9376;non-cash;;246
100001762;11-14-2022;0,447523148;Tights type 2, Nike;1;242.1;cash;;125
100001765;10-9-2022;0,617685185;Cap type 3, Reebok;1;516.12;cash;;253
100001765;10-9-2022;0,617685185;Type 1 ball, Nike;1;111.936;cash;;48
100001765;10-9-2022;0,617685185;Type 2 ball, Reebok;1;100.11;cash;;47
100001765;10-9-2022;0,617685185;Sneakers type 4, Adidas;1;1405.5041;cash;;739
100001768;3-22-2022;0,398981481;Shirt type 7, Puma;1;1076.768;cash;;644
100001789;9-19-2023;0,780532407;Shirt type 5, Reebok;1;971.88;cash;;534
100001789;9-19-2023;0,780532407;Cufflink type 2, Adidas;1;380.88;cash;;207
100001789;9-19-2023;0,780532407;Cap type 1, Puma;1;237.984;cash;;134
100001789;9-19-2023;0,780532407;Type 2 ball, Reebok;1;100.11;cash;;47
100001789;9-19-2023;0,780532407;Shirt type 11, Reebok;2;2755.5528;cash;;1628
100001797;5-5-2023;0,565856481;Cap type 3, Reebok;2;918.6936;non-cash;ПІБ 691;506
100001797;5-5-2023;0,565856481;T-shirt type 4, Adidas;1;217.21;non-cash;ПІБ 691;107
100001818;2-9-2023;0,501284722;Tights type 4, Reebok;1;789.93;cash;;393
100001818;2-9-2023;0,501284722;Shirt type 8, Nike;1;1172.888;cash;;542
100001818;2-9-2023;0,501284722;Shirt type 7, Nike;2;3293.12;cash;;1640
100001818;2-9-2023;0,501284722;Cap type 3, Puma;1;388.44;cash;;249
100001832;1-23-2022;0,516678241;Cap type 2, Reebok;1;336.776;cash;ПІБ 754;176
100001832;1-23-2022;0,516678241;Cap type 2, Adidas;1;630.72;cash;ПІБ 754;292
100001839;2-27-2023;0,866585648;Sneakers type 5, Puma;1;1119.176;non-cash;;703
100001839;2-27-2023;0,866585648;Pants type 10, Puma;1;1814.094;non-cash;;1039
100001839;2-27-2023;0,866585648;Cap type 7, Adidas;1;320.6016;non-cash;;176
100001839;2-27-2023;0,866585648;Shirt type 11, Puma;1;734.72;non-cash;;410
100001850;6-18-2024;0,641134259;Pants type 4, Nike;1;2360.408;non-cash;ПІБ 48;1007
100001852;7-18-2022;0,867199074;Type 3 shoes, Nike;1;6650.368;non-cash;;3352
100001863;4-20-2024;0,46037037;Pants type 9, Puma;1;858.28;non-cash;;499
100001864;10-26-2022;0,667118056;Sneakers type 5, Puma;1;906.53256;cash;;703
100001870;5-30-2023;0,557847222;Flip flops type 1, Reebok;1;686.4;cash;;312
100001870;5-30-2023;0,557847222;Shoes type 3, Adidas;1;3408.96;cash;;1608
100001878;12-19-2022;0,778888889;T-shirt type 7, Adidas;1;364.06;non-cash;;167
100001878;12-19-2022;0,778888889;Sneakers type 1, Nike;2;7985.784;non-cash;;3774
100001886;8-10-2022;0,719293981;Tights type 1, Nike;1;494.48448;cash;;252
100001886;8-10-2022;0,719293981;Pants type 3, Adidas;1;1888.7178;cash;;1102
100001888;5-7-2022;0,66505787;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100001888;5-7-2022;0,66505787;Shirt type 11, Reebok;2;2962.96;non-cash;;1628
100001888;5-7-2022;0,66505787;Type 4 shirt, Reebok;1;1673.9;non-cash;;881
100001888;5-7-2022;0,66505787;Type 2 ball, Reebok;2;162.1782;non-cash;;94
100001893;4-26-2023;0,525983796;Sneakers type 6, Reebok;1;1966.96;non-cash;ПІБ 779;1069
100001894;6-27-2024;0,479583333;T-shirt type 1, Reebok;2;378.4;non-cash;;176
100001894;6-27-2024;0,479583333;Cap type 3, Adidas;1;380.21;non-cash;;197
100001894;6-27-2024;0,479583333;Boots type 4, Nike;2;13858.176;non-cash;;5736
100001920;1-6-2023;0,858923611;Sneakers type 2, Puma;1;1389.56928;cash;ПІБ 743;982
100001932;5-27-2022;0,499108796;Tights type 3, Reebok;1;356.96;cash;;184
100001962;10-11-2022;0,519756944;Tights type 1, Nike;2;1030.176;cash;ПІБ 1064;504
100001963;2-18-2024;0,837407407;Shirt type 12, Puma;1;542.93184;cash;;328
100001963;2-18-2024;0,837407407;Cufflink type 7, Nike;1;581.616;cash;;252
100001970;10-29-2022;0,844409722;Cap type 6, Adidas;1;487.6;non-cash;;265
100001977;2-19-2022;0,531631944;Cap type 1, Reebok;1;495.55;cash;;265
100001992;7-11-2022;0,658831019;Boots type 1, Adidas;1;7293.79;cash;;3593
100001994;7-19-2024;0,853680556;Cufflink type 2, Nike;1;231.544;non-cash;;103
100001994;7-19-2024;0,853680556;Cap type 4, Nike;2;1147.344;non-cash;;492
100002038;5-28-2023;0,543275463;Tights type 7, Adidas;1;797.04;cash;;369
100002038;5-28-2023;0,543275463;Boots type 1, Reebok;2;7868.64;cash;;5070
100002038;5-28-2023;0,543275463;T-shirt type 2, Adidas;1;310.8;cash;;168
100002038;5-28-2023;0,543275463;Boots type 5, Adidas;2;5720.58;cash;;3126
100002038;5-28-2023;0,543275463;Shoes type 4, Adidas;1;3582.78;cash;;1698
100002038;5-28-2023;0,543275463;T-shirt type 1, Adidas;1;455.301;cash;;219
100002042;7-23-2022;0,592731481;Cufflink type 2, Reebok;2;864.0;non-cash;ПІБ 487;400
100002042;7-23-2022;0,592731481;Sneakers type 3, Nike;2;5302.352;non-cash;ПІБ 487;2564
100002042;7-23-2022;0,592731481;Shirt type 11, Puma;1;734.72;non-cash;ПІБ 487;410
100002042;7-23-2022;0,592731481;Cap type 3, Reebok;1;516.12;non-cash;ПІБ 487;253
100002042;7-23-2022;0,592731481;Pants type 9, Adidas;1;428.45;non-cash;ПІБ 487;205
100002043;1-1-2022;0,379467593;T-shirt type 2, Reebok;1;461.89;cash;;247
100002043;1-1-2022;0,379467593;Shirt type 6, Puma;1;540.7248;cash;;330
100002043;1-1-2022;0,379467593;T-shirt type 5, Nike;2;1136.8;cash;;490
100002043;1-1-2022;0,379467593;Pants type 4, Reebok;1;2188.7712;cash;;1176
100002048;5-27-2022;0,850902778;T-shirt type 4, Puma;1;297.344;non-cash;;184
100002048;5-27-2022;0,850902778;Pants type 2, Puma;2;1794.1664;non-cash;;1180
100002048;5-27-2022;0,850902778;Cap type 6, Reebok;2;406.6;non-cash;;214
100002048;5-27-2022;0,850902778;T-shirt type 3, Adidas;1;623.28;non-cash;;318
100002048;5-27-2022;0,850902778;Cufflink type 3, Nike;1;782.6;non-cash;;350
100002054;1-8-2024;0,767430556;Boots type 6, Puma;1;2144.936;non-cash;ПІБ 205;1361
100002076;8-14-2024;0,572083333;T-shirt type 3, Puma;1;480.6;cash;ПІБ 466;267
100002076;8-14-2024;0,572083333;Pants type 4, Adidas;1;1205.55;cash;ПІБ 466;705
100002099;10-20-2023;0,529849537;Sneakers type 2, Puma;2;3158.112;cash;;1964
100002099;10-20-2023;0,529849537;Cap type 5, Puma;2;468.16;cash;;280
100002107;2-10-2022;0,724548611;Shoes type 1, Adidas;1;3712.5;non-cash;ПІБ 941;1875
100002118;9-28-2023;0,546423611;Cufflink type 6, Adidas;2;713.7;cash;;366
100002118;9-28-2023;0,546423611;Cufflink type 4, Adidas;1;1069.81;cash;;493
100002146;4-24-2023;0,437476852;Cap type 1, Reebok;1;529.2;cash;ПІБ 1242;245
100002150;6-9-2023;0,716643519;Shoes type 2, Adidas;1;3027.159;cash;;1761
100002150;6-9-2023;0,716643519;Tights type 1, Nike;1;515.088;cash;;252
100002155;3-11-2023;0,586064815;Cufflink type 3, Nike;1;680.862;non-cash;ПІБ 420;350
100002155;3-11-2023;0,586064815;Type 3 shirt, Nike;1;1737.236;non-cash;ПІБ 420;821
100002155;3-11-2023;0,586064815;Cap type 5, Adidas;1;322.74;non-cash;ПІБ 420;163
100002155;3-11-2023;0,586064815;Cap type 2, Nike;1;480.87424;non-cash;ПІБ 420;238
100002159;1-29-2023;0,696354167;Cap type 1, Adidas;1;339.5;cash;;175
100002159;1-29-2023;0,696354167;Cufflink type 6, Puma;1;365.72;cash;;205
100002159;1-29-2023;0,696354167;Shirt type 8, Puma;1;475.2;cash;;264
100002167;11-4-2022;0,749513889;Shirt type 4, Puma;1;782.2144;cash;;542
100002178;6-3-2023;0,623298611;Cufflink type 3, Nike;1;751.296;non-cash;;350
100002178;6-3-2023;0,623298611;T-shirt type 3, Nike;1;535.0;non-cash;;250
100002181;11-18-2022;0,499826389;Cufflink type 2, Puma;1;414.1104;cash;;253
100002181;11-18-2022;0,499826389;Shirt type 7, Adidas;1;1550.25;cash;;795
100002181;11-18-2022;0,499826389;Shirt type 7, Reebok;2;2620.52;cash;;1372
100002189;1-6-2022;0,462349537;Cap type 2, Nike;1;492.9106;cash;;265
100002229;4-5-2022;0,753946759;Boots type 1, Adidas;1;7293.79;non-cash;;3593
100002229;4-5-2022;0,753946759;Boots type 3, Puma;1;4924.416;non-cash;;2748
100002239;12-31-2023;0,551724537;Cap type 8, Reebok;1;389.158;non-cash;;209
100002239;12-31-2023;0,551724537;Boots type 5, Puma;1;2273.648;non-cash;;1286
100002239;12-31-2023;0,551724537;Tights type 5, Nike;1;506.984;non-cash;;254
100002239;12-31-2023;0,551724537;Belt type 2, Reebok;2;881.98;non-cash;;418
100002239;12-31-2023;0,551724537;Pants type 6, Nike;1;2298.168;non-cash;;1062
100002240;1-18-2023;0,798842593;Boots type 2, Nike;2;11867.904;non-cash;;5454
100002240;1-18-2023;0,798842593;Pants type 4, Reebok;1;2210.88;non-cash;;1176
100002240;1-18-2023;0,798842593;Flip flops type 1, Nike;1;323.3616;non-cash;;184
100002240;1-18-2023;0,798842593;Cufflink type 1, Adidas;1;473.958;non-cash;;262
100002265;8-28-2024;0,798541667;Cap type 4, Adidas;1;562.8;cash;;280
100002274;1-15-2023;0,625416667;Boots type 5, Reebok;1;4595.8347;cash;;2741
100002279;3-31-2022;0,417280093;Shirt type 4, Puma;1;888.88;cash;;542
100002297;7-4-2022;0,493634259;Boots type 5, Adidas;1;2717.2755;cash;;1563
100002310;2-3-2024;0,558263889;Shirt type 5, Reebok;2;1943.76;cash;;1068
100002314;4-24-2023;0,676261574;Shirt type 9, Puma;2;1339.6;non-cash;ПІБ 390;850
100002314;4-24-2023;0,676261574;Sneakers type 6, Reebok;1;1966.96;non-cash;ПІБ 390;1069
100002323;10-4-2022;0,522349537;Boots type 3, Puma;1;4924.416;cash;;2748
100002323;10-4-2022;0,522349537;Flip flops type 1, Adidas;1;340.9965;cash;;195
100002326;7-10-2022;0,592199074;T-shirt type 4, Reebok;2;734.28;cash;;348
100002326;7-10-2022;0,592199074;Shirt type 2, Puma;1;853.632;cash;;494
100002335;10-4-2023;0,486203704;T-shirt type 3, Nike;1;497.55;cash;ПІБ 258;250
100002335;10-4-2023;0,486203704;Shoes type 4, Reebok;1;6167.26;cash;ПІБ 258;3298
100002358;1-16-2022;0,663553241;T-shirt type 2, Nike;1;431.136;cash;;216
100002358;1-16-2022;0,663553241;Cap type 2, Adidas;2;1261.44;cash;;584
100002358;1-16-2022;0,663553241;Boots type 2, Nike;1;5933.952;cash;;2727
100002379;8-20-2024;0,636168981;T-shirt type 1, Nike;1;425.068;non-cash;ПІБ 998;190
100002379;8-20-2024;0,636168981;Tights type 7, Adidas;1;797.04;non-cash;ПІБ 998;369
100002379;8-20-2024;0,636168981;Cap type 1, Puma;2;475.968;non-cash;ПІБ 998;268
100002397;9-30-2023;0,798449074;Shirt type 9, Nike;1;1699.04;cash;;740
100002422;8-16-2024;0,458900463;Cap type 6, Nike;1;504.92376;cash;;237
100002434;6-12-2024;0,497094907;Pants type 9, Reebok;1;516.936;non-cash;;336
100002447;7-24-2023;0,573449074;Shirt type 10, Nike;1;397.46;cash;;167
100002447;7-24-2023;0,573449074;Pants type 11, Puma;1;544.824;cash;;329
100002447;7-24-2023;0,573449074;Cufflink type 5, Nike;1;807.2008;cash;;427
100002447;7-24-2023;0,573449074;Cap type 1, Puma;1;237.984;cash;;134
100002447;7-24-2023;0,573449074;Cufflink type 3, Adidas;1;396.44;cash;;187
100002447;7-24-2023;0,573449074;Sneakers type 2, Nike;1;4556.48;cash;;1964
100002447;7-24-2023;0,573449074;Shirt type 6, Reebok;1;664.62;cash;;330
100002447;7-24-2023;0,573449074;Boots type 3, Adidas;1;6357.88;cash;;2999
100002447;7-24-2023;0,573449074;Cap type 2, Adidas;1;278.8;cash;;136
100002451;4-19-2023;0,721782407;Type 5 shirt, Nike;1;911.744;cash;;419
100002451;4-19-2023;0,721782407;Flip flops type 1, Puma;1;294.84;cash;;189
100002451;4-19-2023;0,721782407;Sneakers type 4, Reebok;2;7004.0;cash;;3400
100002473;9-1-2024;0,523090278;T-shirt type 7, Adidas;2;728.12;cash;;334
100002514;5-4-2023;0,724340278;Pants type 3, Adidas;2;4341.88;cash;;2204
100002519;2-5-2024;0,728865741;Flip flops type 3, Adidas;1;252.4116;cash;;151
100002525;10-11-2022;0,544027778;Cap type 2, Nike;2;928.9616;cash;;476
100002525;10-11-2022;0,544027778;Cufflink type 7, Adidas;1;334.88;cash;;184
100002548;6-24-2023;0,670520833;T-shirt type 3, Adidas;1;623.28;cash;;318
100002560;9-22-2023;0,579895833;Sneakers type 4, Reebok;1;3502.0;non-cash;;1700
100002626;8-25-2024;0,454976852;Type 1 ball, Nike;1;111.936;cash;;48
100002626;8-25-2024;0,454976852;Cufflink type 7, Nike;1;540.90288;cash;;252
100002652;6-24-2022;0,719259259;Shirt type 1, Puma;1;1426.128;cash;;814
100002652;6-24-2022;0,719259259;Shoes type 1, Puma;1;3787.08;cash;;2265
100002652;6-24-2022;0,719259259;Tights type 4, Adidas;1;688.2;cash;;370
100002652;6-24-2022;0,719259259;Pants type 1, Nike;1;1820.0288;cash;;937
100002671;11-7-2022;0,496273148;Pants type 11, Reebok;1;1816.84;cash;;857
100002671;11-7-2022;0,496273148;Belt type 3, Nike;1;455.18608;cash;;211
100002671;11-7-2022;0,496273148;Shoes type 1, Adidas;1;3192.75;cash;;1875
100002671;11-7-2022;0,496273148;Tights type 5, Reebok;1;227.55;cash;;111
100002671;11-7-2022;0,496273148;Pants type 5, Adidas;2;1944.74;cash;;958
100002671;11-7-2022;0,496273148;Pants type 5, Reebok;2;4153.36;cash;;2152
100002671;11-7-2022;0,496273148;T-shirt type 3, Nike;1;438.058;cash;;230
100002671;11-7-2022;0,496273148;Cufflink type 2, Puma;1;440.8272;cash;;253
100002671;11-7-2022;0,496273148;Pants type 3, Puma;1;346.752;cash;;258
100002675;3-24-2024;0,746898148;Sneakers type 3, Adidas;1;2852.3088;cash;;1637
100002675;3-24-2024;0,746898148;Shirt type 1, Adidas;1;832.4862;cash;;474
100002680;10-11-2023;0,439293981;Cap type 8, Adidas;1;326.8;cash;ПІБ 774;152
100002686;5-29-2022;0,466516204;T-shirt type 2, Adidas;1;310.8;cash;;168
100002686;5-29-2022;0,466516204;Cufflink type 2, Nike;1;231.544;cash;;103
100002686;5-29-2022;0,466516204;T-shirt type 1, Nike;1;339.16;cash;;139
100002706;1-24-2023;0,625347222;Shirt type 10, Puma;1;495.816;non-cash;;283
100002706;1-24-2023;0,625347222;Cap type 7, Nike;1;443.55584;non-cash;;208
100002727;6-10-2022;0,489930556;T-shirt type 1, Nike;1;271.328;non-cash;;139
100002732;6-13-2022;0,425578704;Pants type 3, Nike;1;1536.528;non-cash;ПІБ 68;714
100002732;6-13-2022;0,425578704;Tights type 3, Nike;1;348.9952;non-cash;ПІБ 68;191
100002732;6-13-2022;0,425578704;Tights type 4, Reebok;1;789.93;non-cash;ПІБ 68;393
100002739;2-12-2024;0,472002315;T-shirt type 7, Reebok;1;549.12;cash;;286
100002741;11-4-2022;0,737685185;Boots type 6, Adidas;1;5005.973;cash;;2714
100002751;11-9-2022;0,76287037;Pants type 3, Nike;1;1275.31824;cash;ПІБ 77;714
100002751;11-9-2022;0,76287037;Boots type 3, Adidas;1;6357.88;cash;ПІБ 77;2999
100002751;11-9-2022;0,76287037;Cufflink type 4, Nike;1;324.3408;cash;ПІБ 77;197
100002751;11-9-2022;0,76287037;Pants type 10, Reebok;1;309.096;cash;ПІБ 77;162
100002753;9-26-2022;0,810069444;Flip flops type 3, Puma;1;368.0;cash;;230
100002753;9-26-2022;0,810069444;Type 2 shirt, Reebok;1;554.4;cash;;252
100002753;9-26-2022;0,810069444;Flip flops type 3, Nike;1;313.536;cash;;138
100002759;2-22-2024;0,848842593;Cufflink type 5, Puma;2;501.76;cash;;280
100002759;2-22-2024;0,848842593;Pants type 12, Adidas;2;1948.92;cash;;894
100002759;2-22-2024;0,848842593;Pants type 9, Nike;1;660.67488;cash;;359
100002760;6-28-2022;0,707893519;Pants type 6, Adidas;2;3064.0;non-cash;;1532
100002760;6-28-2022;0,707893519;Boots type 4, Puma;1;5809.6;non-cash;;3631
100002760;6-28-2022;0,707893519;Boots type 2, Adidas;1;6783.45;non-cash;;3309
100002760;6-28-2022;0,707893519;Pants type 4, Reebok;2;4421.76;non-cash;;2352
100002773;5-17-2024;0,5115625;Tights type 2, Adidas;1;95.6928;cash;;56
100002773;5-17-2024;0,5115625;Cap type 3, Reebok;1;510.9588;cash;;253
100002786;8-24-2023;0,664097222;Sneakers type 4, Nike;2;2887.53336;non-cash;;1786
100002786;8-24-2023;0,664097222;T-shirt type 5, Reebok;2;1401.82;non-cash;;646
100002786;8-24-2023;0,664097222;Shoes type 1, Nike;1;2827.43388;non-cash;;1611
100002786;8-24-2023;0,664097222;Tights type 2, Adidas;1;97.8432;non-cash;;56
100002786;8-24-2023;0,664097222;Shirt type 2, Puma;1;853.632;non-cash;;494
100002792;6-9-2024;0,630960648;Sneakers type 2, Puma;1;1579.056;non-cash;;982
100002792;6-9-2024;0,630960648;Flip flops type 1, Reebok;2;1372.8;non-cash;;624
100002792;6-9-2024;0,630960648;Cap type 3, Reebok;1;464.508;non-cash;;253
100002792;6-9-2024;0,630960648;Belt type 2, Reebok;1;440.99;non-cash;;209
100002792;6-9-2024;0,630960648;Tights type 2, Adidas;2;215.04;non-cash;;112
100002827;7-21-2023;0,399328704;T-shirt type 4, Nike;2;1188.672;non-cash;;492
100002827;7-21-2023;0,399328704;Tights type 4, Adidas;1;605.616;non-cash;;370
100002827;7-21-2023;0,399328704;Tights type 3, Reebok;1;356.96;non-cash;;184
100002830;2-1-2024;0,809756944;Shirt type 11, Reebok;1;1229.6284;cash;;814
100002830;2-1-2024;0,809756944;Shoes type 1, Puma;1;3787.08;cash;;2265
100002833;9-16-2024;0,514085648;Pants type 1, Puma;1;693.41184;non-cash;;418
100002833;9-16-2024;0,514085648;Shirt type 12, Adidas;2;1641.6;non-cash;;912
100002833;9-16-2024;0,514085648;Sneakers type 1, Puma;1;2370.88896;non-cash;;1628
100002835;7-21-2022;0,809699074;Shirt type 9, Puma;1;669.8;cash;ПІБ 650;425
100002839;4-19-2024;0,543969907;Cufflink type 7, Puma;1;196.0;cash;;125
100002839;4-19-2024;0,543969907;Cufflink type 4, Nike;1;386.12;cash;;197
100002839;4-19-2024;0,543969907;Shirt type 7, Adidas;1;1550.25;cash;;795
100002843;1-1-2022;0,388113426;Pants type 2, Puma;1;1043.12;non-cash;ПІБ 934;590
100002843;1-1-2022;0,388113426;Tights type 3, Reebok;1;356.96;non-cash;ПІБ 934;184
100002843;1-1-2022;0,388113426;Type 3 shirt, Nike;1;1737.236;non-cash;ПІБ 934;821
100002843;1-1-2022;0,388113426;Boots type 6, Reebok;2;10919.4456;non-cash;ПІБ 934;5628
100002850;8-25-2022;0,813368056;T-shirt type 1, Reebok;1;309.68;non-cash;;158
100002863;7-26-2024;0,38087963;Cap type 2, Nike;2;1083.32;non-cash;;530
100002869;2-4-2024;0,78619213;Cufflink type 5, Reebok;1;262.8;cash;;146
100002872;1-5-2023;0,559201389;Pants type 2, Puma;1;1043.12;cash;ПІБ 102;590
100002872;1-5-2023;0,559201389;Cufflink type 6, Nike;1;498.18888;cash;ПІБ 102;294
100002876;7-31-2022;0,669131944;Shirt type 11, Reebok;2;2755.5528;non-cash;;1628
100002876;7-31-2022;0,669131944;Pants type 5, Adidas;1;972.37;non-cash;;479
100002876;7-31-2022;0,669131944;Shoes type 4, Adidas;1;3403.641;non-cash;;1698
100002893;11-25-2022;0,734363426;Shirt type 8, Nike;1;1172.888;cash;;542
100002893;11-25-2022;0,734363426;Cufflink type 7, Puma;1;190.12;cash;;125
100002900;10-28-2023;0,781365741;Pants type 6, Adidas;1;1532.0;non-cash;;766
100002900;10-28-2023;0,781365741;Boots type 4, Adidas;1;7128.99;non-cash;;3411
100002900;10-28-2023;0,781365741;Pants type 7, Reebok;2;3143.4;non-cash;;1612
100002913;10-23-2023;0,659189815;Tights type 4, Nike;1;289.788;non-cash;;123
100002913;10-23-2023;0,659189815;Type 4 shirt, Reebok;2;3347.8;non-cash;;1762
100002913;10-23-2023;0,659189815;Pants type 10, Puma;1;1870.2;non-cash;;1039
100002921;1-12-2024;0,429652778;T-shirt type 6, Nike;1;761.2;cash;;346
100002922;3-25-2022;0,485925926;Cufflink type 3, Adidas;1;396.44;non-cash;;187
100002923;2-1-2022;0,757847222;Shirt type 11, Adidas;1;577.344;cash;;310
100002923;2-1-2022;0,757847222;Pants type 3, Puma;1;412.8;cash;;258
100002928;5-27-2024;0,577256944;Boots type 6, Nike;1;5533.412;non-cash;;2279
100002928;5-27-2024;0,577256944;Tights type 7, Puma;1;565.76;non-cash;;320
100002928;5-27-2024;0,577256944;Cap type 2, Adidas;2;1261.44;non-cash;;584
100002936;9-21-2022;0,544259259;Belt type 2, Puma;1;234.768;cash;;146
100002938;5-18-2022;0,483402778;T-shirt type 2, Nike;1;934.78;cash;;385
100002938;5-18-2022;0,483402778;T-shirt type 2, Adidas;1;310.8;cash;;168
100002938;5-18-2022;0,483402778;T-shirt type 3, Puma;1;480.6;cash;;267
100002965;9-28-2022;0,828599537;Flip flops type 1, Adidas;1;391.95;cash;;195
100002965;9-28-2022;0,828599537;T-shirt type 7, Puma;1;201.552;cash;;114
100002966;12-25-2022;0,460648148;Type 3 shoes, Nike;1;6184.84224;cash;;3352
100002968;4-28-2022;0,582696759;Shoes type 3, Adidas;1;3204.4224;cash;ПІБ 140;1608
100002978;11-28-2022;0,771701389;Shirt type 11, Reebok;2;2962.96;cash;;1628
100002985;9-16-2022;0,494027778;Cufflink type 7, Puma;1;196.0;cash;;125
100002985;9-16-2022;0,494027778;Cufflink type 3, Adidas;2;658.0904;cash;;374
100002993;2-24-2023;0,723738426;Cap type 7, Reebok;2;748.8;cash;ПІБ 915;390
100002993;2-24-2023;0,723738426;Tights type 3, Reebok;1;335.5424;cash;ПІБ 915;184
100003002;10-24-2023;0,384421296;Boots type 6, Adidas;2;11778.76;cash;;5428
100003006;1-9-2022;0,574930556;Sneakers type 3, Reebok;1;1956.791;cash;;1138
100003006;1-9-2022;0,574930556;Shirt type 1, Reebok;2;2715.84;cash;;1476
100003006;1-9-2022;0,574930556;Cap type 4, Puma;1;423.688;cash;;251
100003006;1-9-2022;0,574930556;Shirt type 10, Nike;1;397.46;cash;;167
100003006;1-9-2022;0,574930556;Cufflink type 1, Nike;1;495.824;cash;;233
100003007;5-22-2024;0,463460648;T-shirt type 1, Reebok;1;189.2;cash;;88
100003014;7-7-2024;0,828877315;Pants type 11, Puma;1;463.1004;cash;;329
100003017;6-12-2022;0,487997685;Boots type 3, Puma;1;4924.416;cash;ПІБ 26;2748
100003017;6-12-2022;0,487997685;Cufflink type 2, Reebok;1;414.72;cash;ПІБ 26;200
100003017;6-12-2022;0,487997685;T-shirt type 2, Nike;1;431.136;cash;ПІБ 26;216
100003017;6-12-2022;0,487997685;Cufflink type 6, Puma;1;365.72;cash;ПІБ 26;205
100003017;6-12-2022;0,487997685;T-shirt type 1, Puma;1;226.68512;cash;ПІБ 26;134
100003017;6-12-2022;0,487997685;Pants type 3, Nike;1;1536.528;cash;ПІБ 26;714
100003017;6-12-2022;0,487997685;Pants type 2, Nike;2;2813.064;cash;ПІБ 26;1194
100003038;7-12-2024;0,65806713;Cufflink type 6, Adidas;1;356.85;non-cash;;183
100003044;11-5-2023;0,533877315;T-shirt type 2, Reebok;1;461.89;cash;ПІБ 1068;247
100003055;7-1-2023;0,695092593;Belt type 1, Adidas;1;611.7984;cash;;291
100003089;1-14-2022;0,616469907;Shirt type 9, Reebok;2;1092.0;cash;;546
100003089;1-14-2022;0,616469907;Sneakers type 5, Reebok;1;2250.24;cash;;1172
100003091;12-24-2023;0,41880787;Shirt type 8, Adidas;1;526.2165;non-cash;;355
100003112;3-15-2023;0,719861111;Belt type 3, Adidas;1;314.244;non-cash;;203
100003112;3-15-2023;0,719861111;Boots type 5, Adidas;2;5720.58;non-cash;;3126
100003118;7-9-2022;0,51625;Boots type 3, Puma;1;4924.416;cash;;2748
100003132;5-30-2024;0,771701389;Shirt type 8, Puma;1;475.2;cash;;264
100003142;4-7-2022;0,802488426;Boots type 6, Adidas;1;4711.504;cash;;2714
100003146;8-31-2023;0,421793981;Shirt type 10, Adidas;2;893.8;cash;;410
100003170;1-19-2022;0,693668981;T-shirt type 3, Puma;1;616.176;non-cash;;389
100003175;4-5-2023;0,558981481;T-shirt type 3, Nike;1;535.0;non-cash;;250
100003199;7-17-2024;0,660416667;Pants type 11, Puma;1;539.37576;cash;;329
100003199;7-17-2024;0,660416667;Cap type 2, Reebok;1;378.4;cash;;176
100003199;7-17-2024;0,660416667;Tights type 6, Puma;1;487.968;cash;;299
100003199;7-17-2024;0,660416667;T-shirt type 3, Adidas;1;623.28;cash;;318
100003227;5-1-2023;0,842002315;Ball type 1, Puma;1;71.896;cash;;43
100003232;4-14-2024;0,593958333;Shirt type 7, Adidas;1;1550.25;non-cash;;795
100003237;4-13-2024;0,827627315;Shirt type 8, Reebok;1;1187.93;cash;;563
100003251;11-21-2022;0,673287037;Sneakers type 4, Puma;1;1451.904;cash;ПІБ 412;912
100003251;11-21-2022;0,673287037;Flip flops type 1, Nike;1;371.68;cash;ПІБ 412;184
100003260;3-8-2024;0,721516204;Belt type 1, Adidas;1;605.4255;cash;;291
100003260;3-8-2024;0,721516204;Pants type 1, Nike;1;2275.036;cash;;937
100003260;3-8-2024;0,721516204;Flip flops type 2, Reebok;1;468.7;cash;;218
100003266;7-14-2024;0,609803241;Pants type 5, Adidas;1;972.37;non-cash;;479
100003277;5-4-2022;0,512789352;Cap type 4, Puma;1;385.55608;non-cash;;251
100003331;8-20-2023;0,79625;Type 4 shirt, Nike;1;1786.40928;non-cash;ПІБ 616;876
100003331;8-20-2023;0,79625;Cap type 7, Reebok;1;374.4;non-cash;ПІБ 616;195
100003331;8-20-2023;0,79625;Boots type 1, Adidas;1;7293.79;non-cash;ПІБ 616;3593
100003331;8-20-2023;0,79625;Flip flops type 2, Nike;1;739.4304;non-cash;ПІБ 616;332
100003333;7-26-2023;0,427488426;Shirt type 12, Adidas;2;1641.6;non-cash;;912
100003338;9-16-2023;0,395034722;Shirt type 12, Adidas;1;820.8;cash;;456
100003338;9-16-2023;0,395034722;T-shirt type 3, Puma;2;1232.352;cash;;778
100003353;9-16-2023;0,690706019;Cap type 1, Reebok;1;460.8615;cash;;265
100003362;9-29-2023;0,792719907;Pants type 2, Reebok;1;335.49;cash;;159
