employee_certification_id,employee_id,certification_id,issue_date,expiry_date,status,created_at,updated_at
372,382,6,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
373,382,1,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
374,382,3,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
375,386,5,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
376,391,3,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
377,391,1,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
378,391,5,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
379,394,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
380,394,5,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
381,401,3,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
382,403,2,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
383,403,6,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
384,403,4,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
385,405,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
386,405,4,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
387,405,1,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
388,406,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
389,413,1,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
390,413,5,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
391,413,2,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
392,414,1,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
393,415,1,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
394,415,5,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
395,419,4,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
396,419,5,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
397,419,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
398,422,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
399,422,2,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
400,426,6,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
401,426,5,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
402,426,1,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
403,433,1,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
404,433,2,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
405,434,2,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
406,434,6,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
407,438,1,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
408,438,4,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
409,438,2,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
410,439,2,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
411,440,2,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
412,440,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
413,440,4,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
414,441,5,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
415,441,1,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
416,441,6,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
417,442,3,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
418,442,4,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
419,442,2,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
420,449,4,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
421,451,6,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
422,453,3,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
423,453,6,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
424,453,4,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
425,457,6,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
426,460,4,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
427,462,2,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
428,462,3,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
429,463,5,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
430,463,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
431,463,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
432,465,1,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
433,465,2,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
434,465,4,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
435,468,3,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
436,468,1,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
437,468,5,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
438,470,3,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
439,470,4,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
440,470,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
441,473,4,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
442,473,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
443,474,5,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
444,474,1,2024-01-15,2026-01-15,Expired,2026-07-26,2026-07-26
445,476,1,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
446,476,3,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
447,476,2,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
448,478,5,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
449,478,6,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
450,482,6,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
451,483,1,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
452,483,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
453,488,6,2023-01-15,2025-01-15,Expired,2026-07-26,2026-07-26
454,490,1,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
455,490,5,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
456,490,6,2026-01-15,2028-01-15,Active,2026-07-26,2026-07-26
457,493,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
458,493,2,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
459,500,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
460,418,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
461,418,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
462,460,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
463,85,3,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
464,85,1,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
465,85,6,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
466,460,4,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
467,418,2,2025-01-15,2027-01-15,Active,2026-07-26,2026-07-26
