offer_id,candidate_id,offer_date,accepted,hire_date
785,978,2025-01-14,True,2025-01-28
786,1943,2026-06-12,True,2026-06-26
787,481,2023-05-26,False,
788,2260,2025-07-13,False,
789,3469,2025-04-20,False,
790,1110,2026-04-19,True,2026-05-03
791,3205,2024-03-26,True,2024-04-09
792,2153,2025-07-05,False,
793,2471,2026-02-06,False,
794,3079,2024-06-07,False,
795,2656,2024-06-26,False,
796,1396,2024-08-26,False,
797,2062,2024-05-20,True,2024-06-03
798,2116,2024-03-12,True,2024-03-26
799,1964,2025-06-13,False,
800,1013,2024-12-18,False,
801,697,2023-10-12,True,2023-10-26
802,332,2025-10-27,False,
803,1052,2025-01-18,True,2025-02-01
804,1803,2026-04-17,True,2026-05-01
805,897,2026-07-01,False,
806,479,2026-09-15,False,
807,1802,2023-01-28,False,
808,76,2023-03-04,True,2023-03-18
809,577,2026-11-12,False,
810,1769,2023-05-12,False,
811,3422,2025-06-18,True,2025-07-02
812,726,2024-06-25,True,2024-07-09
813,1977,2024-08-16,True,2024-08-30
814,1692,2024-09-27,False,
815,1427,2023-03-20,True,2023-04-03
816,285,2026-12-11,True,2026-12-25
817,2390,2023-02-08,False,
818,3333,2025-11-27,False,
819,867,2023-06-06,True,2023-06-20
820,3378,2024-06-29,False,
821,2672,2026-07-09,False,
822,1859,2024-12-07,True,2024-12-21
823,3066,2026-07-13,True,2026-07-27
824,3453,2026-04-13,True,2026-04-27
825,437,2025-09-23,True,2025-10-07
826,3465,2023-01-23,True,2023-02-06
827,967,2024-06-17,False,
828,3388,2024-09-18,True,2024-10-02
829,3487,2024-11-20,False,
830,2573,2025-10-21,True,2025-11-04
831,1132,2023-04-13,False,
832,1012,2025-05-12,False,
833,2585,2025-01-31,False,
834,2705,2025-07-28,False,
835,2215,2024-07-24,False,
836,1468,2026-02-16,True,2026-03-02
837,1408,2026-05-09,False,
838,142,2023-01-07,True,2023-01-21
839,3231,2023-06-24,True,2023-07-08
840,1016,2023-10-27,True,2023-11-10
841,125,2023-07-06,True,2023-07-20
842,2648,2025-04-20,False,
843,3288,2025-03-24,True,2025-04-07
844,3409,2026-08-10,True,2026-08-24
845,2729,2026-05-31,False,
846,703,2026-08-11,False,
847,3477,2025-12-04,True,2025-12-18
848,3040,2024-12-17,True,2024-12-31
849,234,2025-06-29,False,
850,899,2024-06-18,False,
851,1930,2025-07-07,True,2025-07-21
852,2886,2025-03-09,False,
853,1786,2026-02-05,True,2026-02-19
854,784,2025-11-29,True,2025-12-13
855,2785,2025-01-11,False,
856,304,2023-05-07,False,
857,1017,2025-03-21,True,2025-04-04
858,166,2023-12-17,True,2023-12-31
859,1485,2026-10-07,False,
860,215,2023-10-20,True,2023-11-03
861,1906,2026-11-09,True,2026-11-23
862,929,2024-08-18,True,2024-09-01
863,894,2025-03-12,False,
864,1681,2024-05-30,False,
865,1008,2026-08-24,False,
866,924,2026-03-16,False,
867,2053,2026-02-07,False,
868,1615,2024-11-21,False,
869,448,2026-04-16,False,
870,188,2026-08-08,False,
871,2551,2023-07-04,False,
872,1492,2024-04-05,False,
873,1670,2026-04-18,False,
874,3370,2023-04-17,True,2023-05-01
875,2837,2026-12-18,False,
